row_label_raw,row_label_full,col_0,Thuyết minh,2021 Triệu VND,2020 Triệu VND,numeric__Thuyết minh,numeric__2021 Triệu VND,numeric__2020 Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,20.974.243,17.436.663,25.0,20974243.0,17436663.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(9.163.314),(8.947.564),25.0,-9163314.0,-8947564.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,25,11.810.929,8.489.099,25.0,11810929.0,8489099.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,26,3.429.995,2.883.992,26.0,3429995.0,2883992.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,26,(776.948),(560.756),26.0,-776948.0,-560756.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,2.653.047,2.323.236,26.0,2653047.0,2323236.0
(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,27,(86.748),20.789,27.0,-86748.0,20789.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,28,196.796,25.240,28.0,196796.0,25240.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,267.396,360.500,,267396.0,360500.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(50.882),(79.398),,-50882.0,-79398.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,216.514,281.102,29.0,216514.0,281102.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,9.943,7.203,,9943.0,7203.0
Tổng thu nhập hoạt động,Tổng thu nhập hoạt động,Tổng thu nhập hoạt động,,14.800.481,11.146.669,,14800481.0,11146669.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,30,(5.206.578),(4.403.079),30.0,-5206578.0,-4403079.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,9.593.903,6.743.590,,9593903.0,6743590.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,31,(1.598.048),(947.635),31.0,-1598048.0,-947635.0
Tổng lợi nhuận trước thuế (mang sang trang sau),Tổng lợi nhuận trước thuế (mang sang trang sau),Tổng lợi nhuận trước thuế (mang sang trang sau),,7.995.855,5.795.955,,7995855.0,5795955.0
