row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,69.902.465.635.326,57.290.495.430.038,,100.0,,69902465635326.0,57290495430038.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,6.876.468.282.085,5.567.983.431.468,,110.0,5.0,6876468282085.0,5567983431468.0
1.,1.,1.,Tiền,111,,913.368.282.085,1.248.083.431.468,,111.0,,913368282085.0,1248083431468.0
2.,2.,2.,Các khoản tương đương tiền,112,,5.963.100.000.000,4.319.900.000.000,,112.0,,5963100000000.0,4319900000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,6,32.890.551.400.598,27.494.031.282.702,,120.0,6.0,32890551400598.0,27494031282702.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,32.890.551.400.598,27.494.031.282.702,,123.0,,32890551400598.0,27494031282702.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,24.881.281.586.057,19.098.417.078.475,,130.0,,24881281586057.0,19098417078475.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,20.895.137.507.650,16.744.655.874.477,,131.0,7.0,20895137507650.0,16744655874477.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,116.028.764.094,375.639.323.197,,132.0,8.0,116028764094.0,375639323197.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,6.202.355.202.674,4.746.916.152.558,,136.0,9.0,6202355202674.0,4746916152558.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(2.332.239.888.361),(2.768.794.271.757),,137.0,10.0,-2332239888361.0,-2768794271757.0
IV.,IV.,IV.,Hàng tồn kho,140,11,4.398.771.281.185,4.598.950.949.593,,140.0,11.0,4398771281185.0,4598950949593.0
1.,1.,1.,Hàng tồn kho,141,,4.587.524.289.258,4.732.006.717.115,,141.0,,4587524289258.0,4732006717115.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(188.753.008.073),(133.055.767.522),,149.0,,-188753008073.0,-133055767522.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,855.393.085.401,531.112.687.800,,150.0,,855393085401.0,531112687800.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,12,67.084.167.708,46.023.323.039,,151.0,12.0,67084167708.0,46023323039.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,678.451.569.696,447.768.536.836,,152.0,,678451569696.0,447768536836.0
