row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,135.196.548.909.363,103.603.614.927.247,,1.0,,135196548909363.0,103603614927247.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,67.493.580.968,39.488.364.359,,2.0,,67493580968.0,39488364359.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,135.129.055.328.395,103.564.126.562.888,,10.0,27.0,135129055328395.0,103564126562888.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,28,118.078.501.968.730,85.909.769.124.140,,11.0,28.0,118078501968730.0,85909769124140.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,17.050.553.359.665,17.654.357.438.748,,20.0,,17050553359665.0,17654357438748.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,1.580.477.045.284,1.736.612.351.244,,21.0,30.0,1580477045284.0,1736612351244.0
7.,7.,7.,Chi phí tài chính,22,31,383.579.287.970,660.047.745.399,,22.0,31.0,383579287970.0,660047745399.0
,,,- Trong đó: Chi phí lãi vay,23,,216.056.324.707,318.596.953.375,,23.0,,216056324707.0,318596953375.0
8.,8.,8.,"Phần lãi trong công ty liên doanh, liên kết",24,,41.579.205.053,37.806.658.350,,24.0,,41579205053.0,37806658350.0
9.,9.,9.,Chi phí bán hàng,25,32,2.602.003.953.433,2.415.289.067.133,,25.0,32.0,2602003953433.0,2415289067133.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,32,1.324.034.343.451,3.197.034.309.940,,26.0,32.0,1324034343451.0,3197034309940.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,14.362.992.025.148,13.156.405.325.870,,30.0,,14362992025148.0,13156405325870.0
12.,12.,12.,Thu nhập khác,31,,65.973.656.627,41.606.598.391,,31.0,,65973656627.0,41606598391.0
13.,13.,13.,Chi phí khác,32,,69.530.497.916,25.904.427.886,,32.0,,69530497916.0,25904427886.0
14.,14.,14.,(Lỗ)/Lợi nhuận khác (40=31-32),40,,(3.556.841.289),15.702.170.505,,40.0,,-3556841289.0,15702170505.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,14.359.435.183.859,13.172.107.496.375,,50.0,,14359435183859.0,13172107496375.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,2.796.326.449.807,2.561.813.069.323,,51.0,33.0,2796326449807.0,2561813069323.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,33,(8.522.491.956),20.173.841.542,,52.0,33.0,-8522491956.0,20173841542.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,11.571.631.226.008,10.590.120.585.510,,60.0,,11571631226008.0,10590120585510.0
,,,Trong đó:,,,,,,,,,
18.1.,18.1.,18.1.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,11.414.339.911.686,10.398.370.049.725,,61.0,,11414339911686.0,10398370049725.0
18.2.,18.2.,18.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,157.291.314.322,191.750.535.785,,62.0,,157291314322.0,191750535785.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,34,4.647,4.140,,70.0,34.0,4647.0,4140.0
