row_label_raw,row_label_full,"Lợi nhuận trong năm phân bổ cho các cổ đông sở hữu cổ phiếu phổ thông (VND) > Trừ: Số tiền trích Quỹ khen thưởng, phúc lợi (VND) (*)",Năm nay > 11.414.339.911.686 > 201.887.859.493,Năm trước(Trình bày lại) > 10.398.370.049.725 > 408.039.489.736,numeric__Năm nay > 11.414.339.911.686 > 201.887.859.493,numeric__Năm trước(Trình bày lại) > 10.398.370.049.725 > 408.039.489.736
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),11.212.452.052.193,9.990.330.559.989,11212452052193.0,9990330559989.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),2.412.949.756,2.412.949.756,2412949756.0,2412949756.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),4.647,4.140,4647.0,4140.0
