row_label_raw,row_label_full,Ông Phạm Văn Phong,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Huỳnh Quang Hải,Ông Huỳnh Quang Hải,Ông Huỳnh Quang Hải,Phó Tổng Giám đốc,
Ông Nguyễn Phúc Tuệ,Ông Nguyễn Phúc Tuệ,Ông Nguyễn Phúc Tuệ,Phó Tổng Giám đốc,
Ông Nguyễn Công Luận,Ông Nguyễn Công Luận,Ông Nguyễn Công Luận,Phó Tổng Giám đốc,
Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Phó Tổng Giám đốc,
Ông Nguyễn Minh Tuấn,Ông Nguyễn Minh Tuấn,Ông Nguyễn Minh Tuấn,Phó Tổng Giám đốc (bổ nhiệm ngày 02 tháng 6 năm 2025),
Ông Trần Nhật Huy,Ông Trần Nhật Huy,Ông Trần Nhật Huy,Phó Tổng Giám đốc (miễn nhiệm ngày 30 tháng 5 năm 2025),
