row_label_raw,row_label_full,Ngân hàng,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả lãi,Thời hạn kết thúc trả gốc,Lãi suất,Hình thức đảm bảo,numeric__Mục đích vay,numeric__Kỳ hạn trả gốc,numeric__Kỳ hạn trả lãi,numeric__Thời hạn kết thúc trả gốc,numeric__Lãi suất,numeric__Hình thức đảm bảo
BIDV,BIDV,BIDV,Trả nợ trước hạn cho khoản vay tại Ngân hàng Thương mại Taipei Fubon,6 tháng/ lần,6 tháng/ lần,Đến ngày 29 tháng 6 năm 2030,(i),Tín chấp,,,,,,
BIDV,BIDV,BIDV,Trả nợ trước hạn cho khoản vay tại Ngân hàng TMCP Đông Nam Á,6 tháng/ lần,6 tháng/ lần,Đến ngày 02 tháng 10 năm 2030,(ii),Tín chấp,,,,,,
BIDV,BIDV,BIDV,"Mua sắm, xây dựng tài sản cố định (“TSCĐ”)",6 tháng/ lần,6 tháng/ lần,Đến ngày 16 tháng 8 năm 2029,(iii),"Quyền sử dụng đất, quyền sở hữu nhà ở và các tài sản khác gắn liền với đất, các TSCĐ hình thành tử vốn vay của LPG Việt Nam",,,,,,
BIDV,BIDV,BIDV,"Mua sắm, xây dựng tài sản cố định (“TSCĐ”)",Hàng tháng,Hàng tháng,Đến ngày 24 tháng 12 năm 2030,(iv),Một số TSCĐ của CNG Việt Nam,,,,,,
Vietcombank,Vietcombank,Vietcombank,Trả nợ trước hạn cho khoản vay tại Ngân hàng Mizuho Bank,6 tháng/ lần,6 tháng/ lần,Đến ngày 16 tháng 6 năm 2027,(i),Tín chấp,,,,,,
Vietcombank,Vietcombank,Vietcombank,Trả nợ trước hạn cho khoản vay tại Ngân hàng TMCP Đông Nam Á,6 tháng/ lần,6 tháng/ lần,Đến ngày 22 tháng 4 năm 2030,(ii),Tín chấp,,,,,,
Vietcombank,Vietcombank,Vietcombank,"Mua sắm, xây dựng TSCĐ",Hàng tháng,Hàng tháng/ quý,Đến ngày 5 tháng 03 năm 2030,(v),"Quyền sử dụng đất, bất động sản đầu tư và một số TSCĐ khác của CNG Việt Nam",,,,,,
Vietinbank,Vietinbank,Vietinbank,Trả nợ trước hạn cho khoản vay tại Ngân hàng TMCP Sài Gòn – Hà Nội,6 tháng/ lần,6 tháng/ lần,Đến ngày 23 tháng 8 năm 2028,(ii),Tín chấp,,,,,,
Agribank,Agribank,Agribank,"Trả nợ trước hạn cho khoản vay tại Ngân hàng TMCP Xuất nhập khẩu Việt Nam, Ngân hàng TNHH MTV Shinhan Việt Nam và Ngân hàng Bangkok Đại Chứng TNHH - Chi nhánh TP. Hồ Chí Minh",6 tháng/ lần,6 tháng/ lần,Đến ngày 23 tháng 4 năm 2030,(vi),Tín chấp,,,,,,
