row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",03 - 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",03 - 25,
"Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn",03 - 15,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 - 10,
Tài sản cố định hữu hình khác (bao gồm các công trình khí),Tài sản cố định hữu hình khác (bao gồm các công trình khí),Tài sản cố định hữu hình khác (bao gồm các công trình khí),03 - 20,
