row_label_raw,row_label_full,Đơn vị trực thuộc > Chi nhánh Khí Đông Nam Bộ(trước đây là Công ty Vận chuyển Khí Đông Nam Bộ),Địa điểm hoạt động > Thành phố Hồ Chí Minh,numeric__Địa điểm hoạt động > Thành phố Hồ Chí Minh
Chi nhánh Logistics (*),Chi nhánh Logistics (*),Chi nhánh Logistics (*),Thành phố Hồ Chí Minh,
Công ty Kinh doanh Sản phẩm Khí,Công ty Kinh doanh Sản phẩm Khí,Công ty Kinh doanh Sản phẩm Khí,Thành phố Hồ Chí Minh,
Công ty Dịch vụ Khí,Công ty Dịch vụ Khí,Công ty Dịch vụ Khí,Thành phố Hồ Chí Minh,
Công ty Quản lý Dự án Khí,Công ty Quản lý Dự án Khí,Công ty Quản lý Dự án Khí,Thành phố Hồ Chí Minh,
Chi nhánh Khí Tây Nam Bộ(trước đây là Công ty Khí Cà Mau),Chi nhánh Khí Tây Nam Bộ(trước đây là Công ty Khí Cà Mau),Chi nhánh Khí Tây Nam Bộ(trước đây là Công ty Khí Cà Mau),Tỉnh Cà Mau,
Công ty Đường ống Khí Nam Côn Sơn,Công ty Đường ống Khí Nam Côn Sơn,Công ty Đường ống Khí Nam Côn Sơn,Thành phố Hồ Chí Minh,
Chi nhánh Khí Bắc Bộ(trước đây là Chi nhánh Khí Hải Phòng),Chi nhánh Khí Bắc Bộ(trước đây là Chi nhánh Khí Hải Phòng),Chi nhánh Khí Bắc Bộ(trước đây là Chi nhánh Khí Hải Phòng),Thành phố Hải Phòng,
Chi nhánh Kinh doanh LNG,Chi nhánh Kinh doanh LNG,Chi nhánh Kinh doanh LNG,Thành phố Hồ Chí Minh,
Công ty Chế biến Khí Vũng Tàu (**),Công ty Chế biến Khí Vũng Tàu (**),Công ty Chế biến Khí Vũng Tàu (**),Thành phố Hồ Chí Minh,
(chấm dứt hoạt động từ ngày 01 tháng 12 năm 2025),(chấm dứt hoạt động từ ngày 01 tháng 12 năm 2025),(chấm dứt hoạt động từ ngày 01 tháng 12 năm 2025),,
