row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Quyền sử dụng đất có thời hạn,Quyền sử dụng đất có thời hạn,Quyền sử dụng đất có thời hạn,50,50.0
Phần mềm máy tính,Phần mềm máy tính,Phần mềm máy tính,02 - 06,
Tài sản cố định vô hình khác,Phần mềm máy tính > Tài sản cố định vô hình khác,Tài sản cố định vô hình khác,03,3.0
