row_label_raw,row_label_full,col_0,Vốn đã góp,Vốn đã góp_1,Vốn đã góp_2,Vốn đã góp_3,numeric__Vốn đã góp,numeric__Vốn đã góp_1,numeric__Vốn đã góp_2,numeric__Vốn đã góp_3
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,VND,%,VND,%,,,,
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,23.106.406.863.456,"95,76%",22.433.911.410.000,"95,76%",23106406863456.0,0.9576,22433911410000.0,0.9576
Các cố đông khác,Các cố đông khác,Các cố đông khác,1.023.090.696.544,"4,24%",992.817.780.000,"4,24%",1023090696544.0,0.0424,992817780000.0,0.0424
,,,24.129.497.560.000,100%,23.426.729.190.000,100%,24129497560000.0,1.0,23426729190000.0,1.0
