row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,123.455.608.798,123.455.608.798,1.059.981.257.462,545.422.531.940,638.014.334.320,638.014.334.320,123455608798.0,123455608798.0,1059981257462.0,545422531940.0,638014334320.0,638014334320.0
Ngân hàng Thương mại Cổ phần Công thương Việt Nam ('VietinBank'),Ngân hàng Thương mại Cổ phần Công thương Việt Nam ('VietinBank'),Ngân hàng Thương mại Cổ phần Công thương Việt Nam ('VietinBank'),37.050.699.858,37.050.699.858,485.346.311.654,221.642.161.083,300.754.850.429,300.754.850.429,37050699858.0,37050699858.0,485346311654.0,221642161083.0,300754850429.0,300754850429.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam ('BIDV'),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam ('BIDV'),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam ('BIDV'),9.780.746.952,9.780.746.952,107.672.376.478,30.974.623.581,86.478.499.849,86.478.499.849,9780746952.0,9780746952.0,107672376478.0,30974623581.0,86478499849.0,86478499849.0
Ngân hàng TNHH MTV Woori Việt Nam ('Woori Bank'),Ngân hàng TNHH MTV Woori Việt Nam ('Woori Bank'),Ngân hàng TNHH MTV Woori Việt Nam ('Woori Bank'),-,-,70.000.000.000,-,70.000.000.000,70.000.000.000,,,70000000000.0,,70000000000.0,70000000000.0
Ngân hàng TMCP Hàng hải Việt Nam ('MSB'),Ngân hàng TMCP Hàng hải Việt Nam ('MSB'),Ngân hàng TMCP Hàng hải Việt Nam ('MSB'),4.631.129.992,4.631.129.992,153.568.024.140,104.985.098.405,53.214.055.727,53.214.055.727,4631129992.0,4631129992.0,153568024140.0,104985098405.0,53214055727.0,53214055727.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam ('Agribank'),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam ('Agribank'),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam ('Agribank'),-,-,50.176.988.514,-,50.176.988.514,50.176.988.514,,,50176988514.0,,50176988514.0,50176988514.0
Ngân hàng TMCP Đại chúng Việt Nam ('PVcomBank'),Ngân hàng TMCP Đại chúng Việt Nam ('PVcomBank'),Ngân hàng TMCP Đại chúng Việt Nam ('PVcomBank'),-,-,78.371.097.941,48.095.318.043,30.275.779.898,30.275.779.898,,,78371097941.0,48095318043.0,30275779898.0,30275779898.0
Ngân hàng TMCP Đông Nam Á ('SeaBank'),Ngân hàng TMCP Đông Nam Á ('SeaBank'),Ngân hàng TMCP Đông Nam Á ('SeaBank'),71.993.031.996,71.993.031.996,43.239.352.557,90.503.323.581,24.729.060.972,24.729.060.972,71993031996.0,71993031996.0,43239352557.0,90503323581.0,24729060972.0,24729060972.0
Ngân hàng TMCP Việt Nam Thịnh Vương ('VPBank'),Ngân hàng TMCP Việt Nam Thịnh Vương ('VPBank'),Ngân hàng TMCP Việt Nam Thịnh Vương ('VPBank'),-,-,71.607.106.178,49.222.007.247,22.385.098.931,22.385.098.931,,,71607106178.0,49222007247.0,22385098931.0,22385098931.0
Nợ dài hạn đến hạn trả (chỉ tiết tại Thuyết minh số 21b),Nợ dài hạn đến hạn trả (chỉ tiết tại Thuyết minh số 21b),Nợ dài hạn đến hạn trả (chỉ tiết tại Thuyết minh số 21b),810.374.237.685,810.374.237.685,807.802.532.366,816.363.637.685,801.813.132.366,801.813.132.366,810374237685.0,810374237685.0,807802532366.0,816363637685.0,801813132366.0,801813132366.0
Ngân hàng TMCP Ngoại thương Việt Nam ('VietcomBank'),Ngân hàng TMCP Ngoại thương Việt Nam ('VietcomBank'),Ngân hàng TMCP Ngoại thương Việt Nam ('VietcomBank'),399.142.705.319,399.142.705.319,386.946.600.000,401.059.705.319,385.029.600.000,385.029.600.000,399142705319.0,399142705319.0,386946600000.0,401059705319.0,385029600000.0,385029600000.0
