row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31.12.2018,Năm tài chính kết thúc ngày 31.12.2018_1,Năm tài chính kết thúc ngày 31.12.2018_2,numeric__Năm tài chính kết thúc ngày 31.12.2018,numeric__Năm tài chính kết thúc ngày 31.12.2018_1,numeric__Năm tài chính kết thúc ngày 31.12.2018_2
,,,Số liệu báo cáotrước đây,Điều chỉnh,Số liệu trìnhbảy lại,,,
Lợi nhuận thuần phân bổcho các cổ đông (VND),Lợi nhuận thuần phân bổcho các cổ đông (VND),Lợi nhuận thuần phân bổcho các cổ đông (VND),959.923.347.147,-,959.923.347.147,959923347147.0,,959923347147.0
"Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)",(70.486.053.705),-,(70.486.053.705),-70486053705.0,,-70486053705.0
,,,889.437.293.442,,889.437.293.442,889437293442.0,,889437293442.0
Bình quân gia quyền số cổphiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổphiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổphiếu phổ thông đang lưu hành (cổ phiếu),137.235.593,55.664.978,192.900.571,137235593.0,55664978.0,192900571.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),6.481,,4.611,6481.0,,4611.0
