row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,17.144.251.446.632,14.678.799.605.798,,,17144251446632.0,14678799605798.0
02,02,02,Các khoản giảm trừ doanh thu,,(143.570.366.109),(107.663.860.948),,,-143570366109.0,-107663860948.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,17.000.681.080.523,14.571.135.744.850,,27.0,17000681080523.0,14571135744850.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(13.539.967.588.262),(11.792.052.183.391),,28.0,-13539967588262.0,-11792052183391.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.460.713.492.261,2.779.083.561.459,,,3460713492261.0,2779083561459.0
21,21,21,Doanh thu hoạt động tài chính,29,16.820.020.734,6.846.027.091,,29.0,16820020734.0,6846027091.0
22,22,22,Chi phí tài chính,30,(133.678.118.497),(66.345.864.211),,30.0,-133678118497.0,-66345864211.0
23,23,23,- Trong đó: Chi phí lãi vay,,(115.367.610.418),(61.109.042.390),,,-115367610418.0,-61109042390.0
25,25,25,Chi phí bán hàng,31,(1.361.807.553.507),(1.170.069.069.426),,31.0,-1361807553507.0,-1170069069426.0
26,26,26,Chi phí quản lý doanh nghiệp,32,(475.831.697.930),(345.868.153.940),,32.0,-475831697930.0,-345868153940.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.506.216.143.061,1.203.646.500.973,,,1506216143061.0,1203646500973.0
31,31,31,Thu nhập khác,,4.760.923.089,4.637.809.502,,,4760923089.0,4637809502.0
32,32,32,Chi phí khác,,(4.264.680.599),(2.734.037.354),,,-4264680599.0,-2734037354.0
40,40,40,Lợi nhuận khác,,496.242.490,1.903.772.148,,,496242490.0,1903772148.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,1.506.712.385.551,1.205.550.273.121,,,1506712385551.0,1205550273121.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",33,(315.667.183.537),(249.485.408.708),,33.0,-315667183537.0,-249485408708.0
52,52,52,Chi phí thuế TNDN hoãn lại,33,2.879.755.229,3.858.482.734,,33.0,2879755229.0,3858482734.0
60,60,60,Lợi nhuận sau thuế TNDN,,1.193.924.957.243,959.923.347.147,,,1193924957243.0,959923347147.0
61,61,61,Phân bổ cho Lợi nhuận sau thuế của Công ty,,1.193.924.957.243,959.923.347.147,,,1193924957243.0,959923347147.0
70,70,70,Lãi cơ bản trên cổ phiếu,25(a),4.896,4.611,,,4896.0,4611.0
71,71,71,Lãi suy giảm trên cổ phiếu,25(b),4.896,4.611,,,4896.0,4611.0
