row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019(Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.662.305.496.676,1.455.329.990.802,,,1662305496676.0,1455329990802.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,38.738.403.096,176.439.220.988,,3.0,38738403096.0,176439220988.0
111,111,111,1. Tiền,,38.738.403.096,41.439.220.988,,,38738403096.0,41439220988.0
112,112,112,2. Các khoản tương đương tiền,,-,135.000.000.000,,,,135000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.440.784.195.420,1.075.824.721.928,,,1440784195420.0,1075824721928.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,2.879.478.750,4.723.721.460,,5.0,2879478750.0,4723721460.0
132,132,132,2. Trà trước cho người bán ngắn hạn,06,38.405.011.021,443.140.853.006,,6.0,38405011021.0,443140853006.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,38.297.388.748,137.899.223.049,,7.0,38297388748.0,137899223049.0
136,136,136,4. Phải thu ngắn hạn khác,08,1.367.802.316.901,504.238.804.904,,8.0,1367802316901.0,504238804904.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(6.600.000.000),(14.177.880.491),,,-6600000000.0,-14177880491.0
140,140,140,IV. Hàng tồn kho,10,154.995.153.002,176.015.670.502,,10.0,154995153002.0,176015670502.0
141,141,141,1. Hàng tồn kho,,175.090.558.353,176.015.670.502,,,175090558353.0,176015670502.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(20.095.405.351),-,,,-20095405351.0,
150,150,150,V. Tài sản ngắn hạn khác,,27.787.745.158,27.050.377.384,,,27787745158.0,27050377384.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,92.436.693,225.993.763,,12.0,92436693.0,225993763.0
152,152,152,2. Thuế GTGT được khấu trừ,,9.697.686.173,9.029.389.645,,,9697686173.0,9029389645.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,17.997.622.292,17.794.993.976,,18.0,17997622292.0,17794993976.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.594.566.361.449,4.312.729.418.236,,,3594566361449.0,4312729418236.0
210,210,210,I. Các khoản phải thu dài hạn,,529.761.414.362,697.365.002.451,,,529761414362.0,697365002451.0
211,211,211,1. Phải thu dài hạn của khách hàng,05,269.512.681.143,269.512.681.143,,5.0,269512681143.0,269512681143.0
212,212,212,2. Trà trước cho người bán dài hạn,06,14.313.000.000,14.748.000.000,,6.0,14313000000.0,14748000000.0
215,215,215,3. Phải thu về cho vay dài hạn,07,117.243.151.713,9.896.049.652,,7.0,117243151713.0,9896049652.0
216,216,216,4. Phải thu dài hạn khác,08,128.692.581.506,403.208.271.656,,8.0,128692581506.0,403208271656.0
220,220,220,II. Tài sản cố định,,10.947.523.568,15.001.679.987,,,10947523568.0,15001679987.0
221,221,221,1. Tài sản cố định hữu hình,13,10.710.495.790,14.954.670.661,,13.0,10710495790.0,14954670661.0
222,222,222,- Nguyên giá,,38.140.734.353,40.280.681.197,,,38140734353.0,40280681197.0
223,223,223,- Giá trị hao mòn lũy kế,,(27.430.238.563),(25.326.010.536),,,-27430238563.0,-25326010536.0
227,227,227,2. Tài sản cố định vô hình,14,237.027.778,47.009.326,,14.0,237027778.0,47009326.0
228,228,228,- Nguyên giá,,369.475.237,202.309.007,,,369475237.0,202309007.0
229,229,229,- Giá trị hao mòn lũy kế,,(132.447.459),(155.299.681),,,-132447459.0,-155299681.0
230,230,230,III. Bất động sản đầu tư,15,78.000.000.000,78.000.000.000,,15.0,78000000000.0,78000000000.0
231,231,231,- Nguyên giá,,78.000.000.000,78.000.000.000,,,78000000000.0,78000000000.0
240,240,240,IV. Tài sản dở dang dài hạn,,82.189.653.059,81.402.691.614,,,82189653059.0,81402691614.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,82.189.653.059,81.402.691.614,,11.0,82189653059.0,81402691614.0
250,250,250,V. Đầu tư tài chính dài hạn,04,2.719.642.086.168,3.248.250.258.019,,4.0,2719642086168.0,3248250258019.0
251,251,251,1. Đầu tư vào công ty con,,1.590.703.216.424,1.590.703.216.424,,,1590703216424.0,1590703216424.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,1.454.027.001.595,1.657.042.041.595,,,1454027001595.0,1657042041595.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,505.000.000,505.000.000,,,505000000.0,505000000.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(325.593.131.851),-,,,-325593131851.0,
260,260,260,VI. Tài sản dài hạn khác,,174.025.684.292,192.709.786.165,,,174025684292.0,192709786165.0
261,261,261,1. Chi phí trả trước dài hạn,12,174.025.684.292,192.709.786.165,,12.0,174025684292.0,192709786165.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.256.871.858.125,5.768.059.409.038,,,5256871858125.0,5768059409038.0
