row_label_raw,row_label_full,col_0,col_1,31/12/2019,01/01/2019,numeric__col_1,numeric__31/12/2019,numeric__01/01/2019
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Công cụ dụng cụ chờ phân bổ,92.436.693,180.494.886,,92436693.0,180494886.0
,,,- Chi phí sửa chữa,-,20.956.197,,,20956197.0
,,,- Các chi phí khác,-,24.542.680,,,24542680.0
,,,,92.436.693,225.993.763,,92436693.0,225993763.0
b),b),b),Dài hạn,,,,,
,,,- Công cụ dụng cụ chờ phân bổ,993.419.690,322.915.321,,993419690.0,322915321.0
,,,- Chi phí quảng cáo,-,454.545.447,,,454545447.0
,,,- Chi phí sửa chữa tài sản,587.893.170,50.638.581,,587893170.0,50638581.0
,,,- Chi phí thể hội viên sân golf Phú Mỹ,1.943.366.757,1.996.247.481,,1943366757.0,1996247481.0
,,,- Giá trị lợi thế kinh doanh,170.501.004.675,189.803.005.203,,170501004675.0,189803005203.0
,,,- Các chi phí khác,-,82.434.132,,,82434132.0
,,,,174.025.684.292,192.709.786.165,,174025684292.0,192709786165.0
