row_label_raw,row_label_full,col_0,Vốn đầu tư củaChủ sở hữu,Quỹ đầu tư pháttriển,Lợi nhuận chưaphân phối,Cộng,numeric__Vốn đầu tư củaChủ sở hữu,numeric__Quỹ đầu tư pháttriển,numeric__Lợi nhuận chưaphân phối,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.000.000.000.000,-,(24.294.747.417),2.975.705.252.583,3000000000000.0,,-24294747417.0,2975705252583.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,66.195.988.148,66.195.988.148,,,66195988148.0,66195988148.0
Tạm ứng cổ tức đợt 1 năm 2019 (1),Tạm ứng cổ tức đợt 1 năm 2019 (1),Tạm ứng cổ tức đợt 1 năm 2019 (1),-,-,(30.000.000.000),(30.000.000.000),,,-30000000000.0,-30000000000.0
Trích quỹ đầu tư phát triển (2),Trích quỹ đầu tư phát triển (2),Trích quỹ đầu tư phát triển (2),-,3.309.799.407,(3.309.799.407),-,,3309799407.0,-3309799407.0,
Trích quỹ khen thưởng phúc lợi (2),Trích quỹ khen thưởng phúc lợi (2),Trích quỹ khen thưởng phúc lợi (2),-,-,(3.309.799.407),(3.309.799.407),,,-3309799407.0,-3309799407.0
Trích quỹ thưởng ban điều hành (2),Trích quỹ thưởng ban điều hành (2),Trích quỹ thưởng ban điều hành (2),-,-,-,-,,,,
Trích thủ lao Hội Đồng Quản Trị,Trích quỹ thưởng ban điều hành (2) > Trích thủ lao Hội Đồng Quản Trị,Trích thủ lao Hội Đồng Quản Trị,-,-,(1.555.200.000),(1.555.200.000),,,-1555200000.0,-1555200000.0
Số dư cuối năm nay,Trích quỹ thưởng ban điều hành (2) > Số dư cuối năm nay,Số dư cuối năm nay,3.000.000.000.000,3.309.799.407,3.726.441.917,3.007.036.241.324,3000000000000.0,3309799407.0,3726441917.0,3007036241324.0
