row_label_raw,row_label_full,col_0,col_1,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,1.165.840.000.000,1.165.840.000.000,1.323.300.374.507,2.070.249.000.000,418.891.374.507,418.891.374.507,,1165840000000.0,1165840000000.0,1323300374507.0,2070249000000.0,418891374507.0,418891374507.0
a),a),a),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bình Dương (1),510.840.000.000,510.840.000.000,903.300.374.507,1.070.249.000.000,343.891.374.507,343.891.374.507,,510840000000.0,510840000000.0,903300374507.0,1070249000000.0,343891374507.0,343891374507.0
a),a),a),- Tỉnh Uỷ Bình Dương (2),75.000.000.000,75.000.000.000,-,-,75.000.000.000,75.000.000.000,,75000000000.0,75000000000.0,,,75000000000.0,75000000000.0
a),a),a),- Quỹ Đầu tư Phát triển tỉnh Bình Dương,-,-,300.000.000.000,300.000.000.000,-,-,,,,300000000000.0,300000000000.0,,
a),a),a),- Công ty TNHH MTV Quốc tế Protrade,460.000.000.000,460.000.000.000,70.000.000.000,530.000.000.000,-,-,,460000000000.0,460000000000.0,70000000000.0,530000000000.0,,
a),a),a),- Ngân Hàng TMCP Việt Á - Chi nhánh Tân Bình,120.000.000.000,120.000.000.000,50.000.000.000,170.000.000.000,-,-,,120000000000.0,120000000000.0,50000000000.0,170000000000.0,,
a),a),a),Nợ dài hạn đến hạn trả,120.000.000.000,120.000.000.000,-,120.000.000.000,-,-,,120000000000.0,120000000000.0,,120000000000.0,,
a),a),a),- Quỹ Đầu tư Phát triển tỉnh Bình Dương,120.000.000.000,120.000.000.000,-,120.000.000.000,-,-,,120000000000.0,120000000000.0,,120000000000.0,,
,,,,1.285.840.000.000,1.285.840.000.000,1.323.300.374.507,2.190.249.000.000,418.891.374.507,418.891.374.507,,1285840000000.0,1285840000000.0,1323300374507.0,2190249000000.0,418891374507.0,418891374507.0
