row_label_raw,row_label_full,- Tinh ủy Bình Dương,Cổ đông Nhà nước,1.096.575.237.604,1.129.036.152.539,numeric__Cổ đông Nhà nước,numeric__1.096.575.237.604,numeric__1.129.036.152.539
- Công ty TNHH Phát Triển,- Công ty TNHH Phát Triển,- Công ty TNHH Phát Triển,Cổ đông lớn,-,30.000.000.000,,,30000000000.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,10.376.109.589,7.088.219.178,,10376109589.0,7088219178.0
"- KP Apparell Manufacturing Co.,Ltd","- KP Apparell Manufacturing Co.,Ltd","- KP Apparell Manufacturing Co.,Ltd",Công ty con,77.023.514.439,-,,77023514439.0,
- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,Công ty liên kết,-,971.527.041,,,971527041.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,,-,77.139.553.674,,,77139553674.0
"- KP Apparell Manufacturing Co.,Ltd","- KP Apparell Manufacturing Co.,Ltd","- KP Apparell Manufacturing Co.,Ltd",Công ty con,-,77.139.553.674,,,77139553674.0
