row_label_raw,row_label_full,col_0,col_1,Năm 2019,Từ ngày 01/11/2018đến 31/12/2018,numeric__col_1,numeric__Năm 2019,numeric__Từ ngày 01/11/2018đến 31/12/2018
,,,,VND,VND,,,
a),a),a),Số tiền đi vay thực thu trong năm,,,,,
a),a) > a),a),Tiền thu từ đi vay theo khế ước thông thường,1.843.300.374.507,920.840.000.000,,1843300374507.0,920840000000.0
b),b),b),Số tiền đã thực trả gốc vay trong năm,,,,,
b),b) > b),b),Tiền trả nợ gốc vay theo khế ước thông thường,2.070.249.000.000,450.000.000.000,,2070249000000.0,450000000000.0
