row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),a) Ngắn hạn > - Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),- Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),30.000.000.000,-,107.347.102.061,-,30000000000.0,,107347102061.0,
- Công ty TNHH YCH-PROTRADE (2),a) Ngắn hạn > - Công ty TNHH YCH-PROTRADE (2),- Công ty TNHH YCH-PROTRADE (2),8.297.388.748,-,17.026.469.968,-,8297388748.0,,17026469968.0,
- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,a) Ngắn hạn > - Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,-,-,13.000.000.000,-,,,13000000000.0,
- Đối tượng khác,a) Ngắn hạn > - Đối tượng khác,- Đối tượng khác,-,-,525.651.020,(525.651.020),,,525651020.0,-525651020.0
,,,38.297.388.748,-,137.899.223.049,(525.651.020),38297388748.0,,137899223049.0,-525651020.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),b) Dài hạn > - Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),- Công ty Cổ phần Đầu Tư và Phát Triều Tân Thành (1),107.347.102.061,-,-,-,107347102061.0,,,
- Công ty CP Du lịch D&M (3),b) Dài hạn > - Công ty CP Du lịch D&M (3),- Công ty CP Du lịch D&M (3),9.896.049.652,-,9.896.049.652,-,9896049652.0,,9896049652.0,
,,,117.243.151.713,-,9.896.049.652,-,117243151713.0,,9896049652.0,
c) Phải thu về cho vay là các bên liên quan,b) Dài hạn > c) Phải thu về cho vay là các bên liên quan,c) Phải thu về cho vay là các bên liên quan,145.644.490.809,-,137.373.572.029,-,145644490809.0,,137373572029.0,
