row_label_raw,row_label_full,- Công ty CP Đầu Tư và Phát Triển Tân Thành,Công ty liên kết,137.347.102.061,107.347.102.061,numeric__Công ty liên kết,numeric__137.347.102.061,numeric__107.347.102.061
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,8.297.388.748,17.026.469.968,,8297388748.0,17026469968.0
- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty liên kết,-,13.000.000.000,,,13000000000.0
