row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Loại giao dịch,2024 VND,2023 VND,numeric__Mối quan hệ,numeric__Loại giao dịch,numeric__2024 VND,numeric__2023 VND
Miraka Holdings Limited,Miraka Holdings Limited,Miraka Holdings Limited,Công ty liên kết,Mua hàng hóa,83.606.729.705,229.220.379.225,,,83606729705.0,229220379225.0
Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty liên kết,Mua hàng hóa và dịch vụThu nhập khácCổ tức,599.996.498.668-1.300.000.000,285.921.912.107120.834.0001.300.000.000,,,,2.8592191210712085e+30
Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty liên kết,Mua hàng hóa và dịch vụCổ tức,44.569.152.6459.270.000.000,33.001.762.7189.270.000.000,,,4.4569152645927e+20,3.3001762718927e+20
"Del Monte – VinamilkDairy Philippines, Inc.","Del Monte – VinamilkDairy Philippines, Inc.","Del Monte – VinamilkDairy Philippines, Inc.",Công ty liên doanh,Góp vốnThu nhập khác,-,35.769.832.735210.511.364,,,,3.5769832735210512e+19
Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Cổ đông,Cổ tức,2.897.034.917.700,2.219.805.975.900,,,2897034917700.0,2219805975900.0
