row_label_raw,row_label_full,Bên cho vay > Ngân hàng ANZ Lào,Thuyết minh > (i),Loại tiền tệ > USD,Năm đáo hạn > 2026,31/12/2024 VND > -,1/1/2024 VND > 158.930.024.220,numeric__Thuyết minh > (i),numeric__Loại tiền tệ > USD,numeric__Năm đáo hạn > 2026,numeric__31/12/2024 VND > -,numeric__1/1/2024 VND > 158.930.024.220
Ngân hàng TNHH Một Thành viên Sài Gòn Thương Tín Lào - Chi nhánh Lane Xang,Ngân hàng TNHH Một Thành viên Sài Gòn Thương Tín Lào - Chi nhánh Lane Xang,Ngân hàng TNHH Một Thành viên Sài Gòn Thương Tín Lào - Chi nhánh Lane Xang,(i),USD,2030,127.434.334.950,31.011.299.880,,,2030.0,127434334950.0,31011299880.0
Ngân hàng HSBC Hoa Kỳ,Ngân hàng HSBC Hoa Kỳ,Ngân hàng HSBC Hoa Kỳ,(ii),USD,2027,30.469.567.500,48.534.750.000,,,2027.0,30469567500.0,48534750000.0
,,,,,,157.903.902.450,238.476.074.100,,,,157903902450.0,238476074100.0
