row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2024 VND > 152.477.892.399,Phải nộp VND > 1.954.286.245.705,Đã nộp VND > (2.013.553.611.644),(Cấn trừ với)/ Chuyển sang thuế phải thu VND > 6.341.151.247,Chênh lệch quy đổi tiền tệ VND > 133.180.366,31/12/2024 VND > 99.684.858.073,numeric__1/1/2024 VND > 152.477.892.399,numeric__Phải nộp VND > 1.954.286.245.705,numeric__Đã nộp VND > (2.013.553.611.644),numeric__(Cấn trừ với)/ Chuyển sang thuế phải thu VND > 6.341.151.247,numeric__Chênh lệch quy đổi tiền tệ VND > 133.180.366,numeric__31/12/2024 VND > 99.684.858.073
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,803.305.415.893,2.218.510.286.849,(2.127.692.482.916),(10.449.758.615),1.385.388.536,885.058.849.747,803305415893.0,2218510286849.0,-2127692482916.0,-10449758615.0,1385388536.0,885058849747.0
Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),-,22.348.883.102,(22.348.883.102),-,-,-,,22348883102.0,-22348883102.0,,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,8.638.361.143,273.844.531.509,(256.734.361.848),-,25.021.241,25.773.552.045,8638361143.0,273844531509.0,-256734361848.0,,25021241.0,25773552045.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,2.358.652.632,76.872.076.151,(76.020.866.492),-,80.344.326,3.290.206.617,2358652632.0,76872076151.0,-76020866492.0,,80344326.0,3290206617.0
Thuế khác,Thuế khác,Thuế khác,1.098.594.718,73.493.418.867,(72.486.621.993),(1.194.842.831),(239.873.864),670.674.897,1098594718.0,73493418867.0,-72486621993.0,-1194842831.0,-239873864.0,670674897.0
,,,967.878.916.785,4.619.355.442.183,(4.568.836.827.995),(5.303.450.199),1.384.060.605,1.014.478.141.379,967878916785.0,4619355442183.0,-4568836827995.0,-5303450199.0,1384060605.0,1014478141379.0
