row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Cơ sở hạ tầng VND,Nhà cửa VND,Tổng VND,numeric__Quyền sử dụng đất VND,numeric__Cơ sở hạ tầng VND,numeric__Nhà cửa VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm và số dư cuối năm,Nguyên giá > Số dư đầu năm và số dư cuối năm,Số dư đầu năm và số dư cuối năm,39.821.793.375,982.364.064,58.018.521.446,98.822.678.885,39821793375.0,982364064.0,58018521446.0,98822678885.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,8.939.274.778,982.364.064,33.306.885.649,43.228.524.491,8939274778.0,982364064.0,33306885649.0,43228524491.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,865.672.684,-,1.110.688.538,1.976.361.222,865672684.0,,1110688538.0,1976361222.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,9.804.947.462,982.364.064,34.417.574.187,45.204.885.713,9804947462.0,982364064.0,34417574187.0,45204885713.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,30.882.518.597,-,24.711.635.797,55.594.154.394,30882518597.0,,24711635797.0,55594154394.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,30.016.845.913,-,23.600.947.259,53.617.793.172,30016845913.0,,23600947259.0,53617793172.0
