row_label_raw,row_label_full,Tiền nhận góp vốn của cổ đông không kiểm soát vào một công ty con,31,722.407.000.000,489.787.009.008,numeric__31,numeric__722.407.000.000,numeric__489.787.009.008
Tiền hoàn trả vốn góp cho cổ đông không kiểm soát của công ty con đã giải thể,Tiền hoàn trả vốn góp cho cổ đông không kiểm soát của công ty con đã giải thể,Tiền hoàn trả vốn góp cho cổ đông không kiểm soát của công ty con đã giải thể,32,-,(142.548.827.636),32.0,,-142548827636.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,17.420.429.433.188,11.788.416.965.803,33.0,17420429433188.0,11788416965803.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(16.624.469.998.466),(8.276.832.556.495),34.0,-16624469998466.0,-8276832556495.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(8.046.328.463.250),(8.046.328.463.250),36.0,-8046328463250.0,-8046328463250.0
Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,36,(113.298.209.700),(105.267.788.700),36.0,-113298209700.0,-105267788700.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(6.641.260.238.228),(4.292.773.661.270),40.0,-6641260238228.0,-4292773661270.0
