row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Nước ngoài,Nước ngoài_1,Tổng,Tổng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Tổng,numeric__Tổng_1
,,,2024VND,2023VND,2024VND,2023VND,2024VND,2023VND,,,,,,
Doanh thu thuầnGiá vốn hàng bán vàdịch vụ cung cấp,Doanh thu thuầnGiá vốn hàng bán vàdịch vụ cung cấp,Doanh thu thuầnGiá vốn hàng bán vàdịch vụ cung cấp,50.799.361.377.927(29.824.520.360.949),50.617.453.566.955(29.723.643.941.157),10.983.248.150.518(6.367.912.844.372),9.751.461.944.550(6.100.539.954.938),61.782.609.528.445(36.192.433.205.321),60.368.915.511.505(35.824.183.896.095),,,,,,
Lợi nhuận gộptheo bộ phận,Doanh thu thuầnGiá vốn hàng bán vàdịch vụ cung cấp > Lợi nhuận gộptheo bộ phận,Lợi nhuận gộptheo bộ phận,20.974.841.016.978,20.893.809.625.798,4.615.335.306.146,3.650.921.989.612,25.590.176.323.124,24.544.731.615.410,20974841016978.0,20893809625798.0,4615335306146.0,3650921989612.0,25590176323124.0,24544731615410.0
