row_label_raw,row_label_full,col_0,col_1,Năm 2024VND,Năm 2023VND,numeric__col_1,numeric__Năm 2024VND,numeric__Năm 2023VND
6.7,6.7,6.7,Thu nhập khác,,,,,
6.7,6.7 > 6.7,6.7,Thanh lý tài sản,590.699.014.439,12.322.682.551,,590699014439.0,12322682551.0
6.7,6.7 > 6.7,6.7,Lãi thanh lý công cụ dụng cụ,191.605.833,-,,191605833.0,
6.7,6.7 > 6.7,6.7,Thu từ mua bán nợ,13.628.974.465,-,,13628974465.0,
6.7,6.7 > 6.7,6.7,Hoàn dự phòng bảo hành công trình,13.996.407.324,29.148.118.690,,13996407324.0,29148118690.0
6.7,6.7 > 6.7,6.7,Thu từ giao khoán quyền kinh doanh bãi tập kết,66.122.675,-,,66122675.0,
6.7,6.7 > 6.7,6.7,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,944.905.454,-,,944905454.0,
6.7,6.7 > 6.7,6.7,Thu nhập khác,16.313.145.086,11.556.232.062,,16313145086.0,11556232062.0
6.7,6.7 > 6.7,6.7,,635.840.175.276,53.027.033.303,,635840175276.0,53027033303.0
6.8,6.8,6.8,Chi phí khác,Năm 2024VND,Năm 2023VND,,,
6.8,6.8 > 6.8,6.8,Chi phí lãi trả chậm,2.421.360.034,-,,2421360034.0,
6.8,6.8 > 6.8,6.8,"Tiền nộp bảo hiểm xã hội, thuế",7.187.761.599,12.808.304.338,,7187761599.0,12808304338.0
6.8,6.8 > 6.8,6.8,Các khoản phạt,-,26.092.499.211,,,26092499211.0
6.8,6.8 > 6.8,6.8,Chi phí liên quan đến thanh lý hợp đồng,9.268.348.478,-,,9268348478.0,
6.8,6.8 > 6.8,6.8,Chi phí khác,6.417.527.175,18.523.786.675,,6417527175.0,18523786675.0
6.8,6.8 > 6.8,6.8,,25.294.997.286,57.424.590.224,,25294997286.0,57424590224.0
