row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,1.676.967.288.663,1.800.581.846.186,200.0,,1676967288663.0,1800581846186.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,256.105.017.022,381.189.887.191,210.0,,256105017022.0,381189887191.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,,-,-,215.0,,,
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.6,256.105.017.022,381.189.887.191,216.0,56.0,256105017022.0,381189887191.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,660.064.088.261,713.324.367.420,220.0,,660064088261.0,713324367420.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.12,605.292.338.147,654.198.793.807,221.0,512.0,605292338147.0,654198793807.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,1.632.910.727.983,2.056.834.731.097,222.0,,1632910727983.0,2056834731097.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(1.027.618.389.836),(1.402.635.937.290),223.0,,-1027618389836.0,-1402635937290.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,5.13,4.336.650.000,5.090.850.000,224.0,513.0,4336650000.0,5090850000.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,7.542.000.000,7.542.000.000,225.0,,7542000000.0,7542000000.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,(3.205.350.000),(2.451.150.000),226.0,,-3205350000.0,-2451150000.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.14,50.435.100.114,54.034.723.613,227.0,514.0,50435100114.0,54034723613.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,80.108.731.869,80.809.831.869,228.0,,80108731869.0,80809831869.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(29.673.631.755),(26.775.108.256),229.0,,-29673631755.0,-26775108256.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,5.15,163.928.269.415,9.664.380.060,230.0,515.0,163928269415.0,9664380060.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,167.838.199.332,12.926.425.717,231.0,,167838199332.0,12926425717.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(3.909.929.917),(3.262.045.657),232.0,,-3909929917.0,-3262045657.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,48.161.028.276,46.525.832.614,240.0,510.0,48161028276.0,46525832614.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,48.161.028.276,46.525.832.614,242.0,,48161028276.0,46525832614.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.17,304.880.707.419,334.520.184.945,250.0,517.0,304880707419.0,334520184945.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,-,-,251.0,,,
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,276.399.494.346,310.155.928.864,252.0,,276399494346.0,310155928864.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,40.427.400.000,40.427.400.000,253.0,,40427400000.0,40427400000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(14.090.372.798),(18.063.143.919),254.0,,-14090372798.0,-18063143919.0
5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,255,,2.144.185.871,2.000.000.000,255.0,,2144185871.0,2000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,243.828.178.270,315.357.193.956,260.0,,243828178270.0,315357193956.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.11,185.431.288.136,253.023.075.149,261.0,511.0,185431288136.0,253023075149.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,6.10,46.142.434.714,48.669.271.041,262.0,610.0,46142434714.0,48669271041.0
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,-,263.0,,,
4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,,-,-,268.0,,,
5. Lợi thể thương mại,5. Lợi thể thương mại,5. Lợi thể thương mại,269,5.16,12.254.455.420,13.664.847.766,269.0,516.0,12254455420.0,13664847766.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,15.411.757.819.043,15.249.857.036.221,270.0,,15411757819043.0,15249857036221.0
