row_label_raw,row_label_full,col_0,col_1,Năm 2024VND,Năm 2023VND,numeric__col_1,numeric__Năm 2024VND,numeric__Năm 2023VND
6.4,6.4,6.4,Chi phí tài chính,,,,,
6.4,6.4 > 6.4,6.4,Lãi tiền vay,404.156.249.744,557.095.371.780,,404156249744.0,557095371780.0
6.4,6.4 > 6.4,6.4,Chi phí phát hành trái phiếu,2.317.333.336,-,,2317333336.0,
6.4,6.4 > 6.4,6.4,Dự phòng /( hoàn nhập) giảm giá các khoản đầu tư dài hạn,(3.972.771.121),1.596.087.102,,-3972771121.0,1596087102.0
6.4,6.4 > 6.4,6.4,Chiết khấu thanh toán,1.435.423.666,-,,1435423666.0,
6.4,6.4 > 6.4,6.4,Lỗ chênh lệch tỷ giá do đánh giá lại,337.823.436,182.000.277,,337823436.0,182000277.0
6.4,6.4 > 6.4,6.4,Chi phí tài chính khác,3.389.813.156,583.862.745,,3389813156.0,583862745.0
6.4,6.4 > 6.4,6.4,,407.663.872.217,559.457.321.904,,407663872217.0,559457321904.0
,,,,Năm 2024VND,Năm 2023VND,,,
6.5,6.4 > 6.5,6.5,"Lợi nhuận/(lỗ) trong công ty liên kết, liên doanhCông ty CP 479 Hòa Bình",(5.229.305.545),(2.927.559.411),,-5229305545.0,-2927559411.0
6.5,6.4 > 6.5,6.5,Công ty CP Kỹ thuật Jesco Hòa Bình,(15.702.595.503),(19.808.612.402),,-15702595503.0,-19808612402.0
6.5,6.4 > 6.5,6.5,Công ty CP Cơ khí và Nhôm kính Anh Việt,1.970.503.826,(14.543.552.015),,1970503826.0,-14543552015.0
6.5,6.4 > 6.5,6.5,Công ty CP Trang trí Nội thất Onwa Tech,(139.383.640),(400.021.061),,-139383640.0,-400021061.0
6.5,6.4 > 6.5,6.5,Công ty TNHH Bất động sản Thành Ngân,(7.347.049.547),(196.472.704),,-7347049547.0,-196472704.0
6.5,6.4 > 6.5,6.5,,(26.447.830.409),(37.876.217.593),,-26447830409.0,-37876217593.0
,,,,Năm 2024VND,Năm 2023VND,,,
6.6,6.6,6.6,Chi phí bán hàng và chí phí quản lý doanh nghiệp,,,,,
6.6.1,6.6.1,6.6.1,Chi phí bán hàng,,,,,
6.6.1,6.6.1 > 6.6.1,6.6.1,Chi phí nhân viên,13.219.193.035,15.493.780.346,,13219193035.0,15493780346.0
6.6.1,6.6.1 > 6.6.1,6.6.1,"Chi phí vật liệu, bao bì",-,97.189.364,,,97189364.0
6.6.1,6.6.1 > 6.6.1,6.6.1,"Chi phí dụng cụ, đồ dùng",-,1.053.360.988,,,1053360988.0
6.6.1,6.6.1 > 6.6.1,6.6.1,Chi phí khấu hao TSCĐ,2.650.672.011,2.524.057.650,,2650672011.0,2524057650.0
6.6.1,6.6.1 > 6.6.1,6.6.1,Chi phí môi giới,-,5.418.060,,,5418060.0
6.6.1,6.6.1 > 6.6.1,6.6.1,Chi phí dịch vụ mua ngoài,9.077.264.648,14.506.048.233,,9077264648.0,14506048233.0
6.6.1,6.6.1 > 6.6.1,6.6.1,Chi phí bằng tiền khác,11.240.077.119,5.066.561.160,,11240077119.0,5066561160.0
6.6.1,6.6.1 > 6.6.1,6.6.1,,36.187.206.813,38.746.415.801,,36187206813.0,38746415801.0
6.6.2,6.6.2,6.6.2,Chi phí quản lý doanh nghiệp,,,,,
6.6.2,6.6.2 > 6.6.2,6.6.2,Chi phí nhân viên,144.504.137.503,190.877.587.786,,144504137503.0,190877587786.0
6.6.2,6.6.2 > 6.6.2,6.6.2,"Chi phí vật liệu, bao bì",-,382.386.829,,,382386829.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Chi phí đồ dùng văn phòng,-,1.709.433.671,,,1709433671.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Chi phí khấu hao TSCĐ,3.831.503.686,5.076.145.478,,3831503686.0,5076145478.0
6.6.2,6.6.2 > 6.6.2,6.6.2,"Thuế, phí, lệ phí",681.932.693,(174.497.079),,681932693.0,-174497079.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Dự phòng/(hoàn nhập) phải thu khó đòi,(540.393.997.878),417.484.000.580,,-540393997878.0,417484000580.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Chi phí dịch vụ mua ngoài,82.326.366.352,109.812.488.732,,82326366352.0,109812488732.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Chi phí bằng tiền khác,36.367.602.147,25.546.988.395,,36367602147.0,25546988395.0
6.6.2,6.6.2 > 6.6.2,6.6.2,Lợi thế thương mại,5.791.380.208,6.986.195.080,,5791380208.0,6986195080.0
6.6.2,6.6.2 > 6.6.2,6.6.2,,(266.891.075.289),757.700.729.472,,-266891075289.0,757700729472.0
