row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
5.11,5.11,5.11,Chi phí trả trước,,,,,
5.11,5.11 > 5.11,5.11,Chi phí trả trước ngắn hạn,15.675.228.907,15.982.341.307,,15675228907.0,15982341307.0
5.11,5.11 > 5.11,5.11,Chi phí trả trước về thuê văn phòng,593.994.887,-,,593994887.0,
5.11,5.11 > 5.11,5.11,Công cụ dụng cụ xuất dùng,7.934.110.251,3.881.447.318,,7934110251.0,3881447318.0
5.11,5.11 > 5.11,5.11,Phí bảo lãnh ngân hàng,2.281.669.704,-,,2281669704.0,
5.11,5.11,5.11,Phần mềm,-,-,,,
5.11,5.11 > 5.11,5.11,Chi phí trả trước ngắn hạn khác,4.865.454.065,12.100.893.989,,4865454065.0,12100893989.0
5.11,5.11 > 5.11,5.11,Chi phí trả trước dài hạn,185.431.288.136,253.023.075.149,,185431288136.0,253023075149.0
5.11,5.11 > 5.11,5.11,Công cụ dụng cụ xuất dùng,13.007.056.592,21.403.746.823,,13007056592.0,21403746823.0
5.11,5.11 > 5.11,5.11,Tiền thuê đất (*),55.178.679.019,84.543.589.867,,55178679019.0,84543589867.0
5.11,5.11 > 5.11,5.11,Chi phí môi giới,79.690.044.929,94.780.877.506,,79690044929.0,94780877506.0
5.11,5.11 > 5.11,5.11,Phí bảo lãnh ngân hàng,4.379.392.514,9.662.770.079,,4379392514.0,9662770079.0
5.11,5.11 > 5.11,5.11,Chi phí mua bảo hiểm,2.799.589.172,-,,2799589172.0,
5.11,5.11 > 5.11,5.11,Phí cải tạo và sửa chữa,6.973.460.386,-,,6973460386.0,
5.11,5.11 > 5.11,5.11,Chi phí trả trước dài hạn khác,23.403.065.524,42.632.090.874,,23403065524.0,42632090874.0
,,,,201.106.517.043,269.005.416.456,,201106517043.0,269005416456.0
