row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Phần mềm máy tính,Phần mềm máy tính,Phần mềm máy tính,03 - 20,
Tài sản cố định vỏ hình khác,Tài sản cố định vỏ hình khác,Tài sản cố định vỏ hình khác,03 - 05,
