row_label_raw,row_label_full,- Chuyển nợ thành vốn chủ sở hữu,730.800.000.000,col_2,numeric__730.800.000.000,numeric__col_2
Số tiền đi vay thực thu trong năm,Số tiền đi vay thực thu trong năm,Số tiền đi vay thực thu trong năm,Số tiền đi vay thực thu trong năm,Số tiền đi vay thực thu trong năm,,
- Tiền thu từ đi vay theo khế ước thông thường,Số tiền đi vay thực thu trong năm > - Tiền thu từ đi vay theo khế ước thông thường,- Tiền thu từ đi vay theo khế ước thông thường,2.625.776.420.452,3.295.260.763.168,2625776420452.0,3295260763168.0
Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,,
- Tiền trả nợ gốc vay theo khế ước thông thường,Số tiền đã thực trả gốc vay trong năm > - Tiền trả nợ gốc vay theo khế ước thông thường,- Tiền trả nợ gốc vay theo khế ước thông thường,2.883.904.487.629,4.449.057.152.612,2883904487629.0,4449057152612.0
- Tiền trả nợ gốc trái phiếu thường,Số tiền đã thực trả gốc vay trong năm > - Tiền trả nợ gốc trái phiếu thường,- Tiền trả nợ gốc trái phiếu thường,190.000.000.000,260.000.000.000,190000000000.0,260000000000.0
