row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
5.19,5.19,5.19,Người mua trả tiền trước,,,,,
5.19,5.19 > 5.19,5.19,Công ty CP Quốc Lộc Phát,12.668.550.721,59.770.996.318,,12668550721.0,59770996318.0
5.19,5.19 > 5.19,5.19,Công ty CP Tập đoàn Ecopark,84.002.893.647,112.163.831.535,,84002893647.0,112163831535.0
5.19,5.19 > 5.19,5.19,Công ty CP Đầu Tư Địa Óc Phú Lộc,10.377.163.951,170.155.943.842,,10377163951.0,170155943842.0
5.19,5.19 > 5.19,5.19,Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,10.377.163.951,50.075.588.504,,10377163951.0,50075588504.0
5.19,5.19 > 5.19,5.19,Công ty TNHH Octava Novena Property,-,71.000.000.000,,,71000000000.0
5.19,5.19 > 5.19,5.19,Công ty CP Capitaland - Hiền Đức,-,79.892.395.449,,,79892395449.0
5.19,5.19 > 5.19,5.19,Công ty CP Gamuda Land (HCMC),-,105.033.506.837,,,105033506837.0
5.19,5.19 > 5.19,5.19,Công ty TNHH H9BC Investment,85.401.833.452,74.167.370.054,,85401833452.0,74167370054.0
5.19,5.19 > 5.19,5.19,Công ty CP Xây lắp Sunshine E&C,109.568.655.669,109.568.655.669,,109568655669.0,109568655669.0
5.19,5.19 > 5.19,5.19,Công ty TNHH bắt động sản Đà Lạt Valley,124.129.503.014,114.129.503.014,,124129503014.0,114129503014.0
5.19,5.19 > 5.19,5.19,Công ty CP Đầu tư Và Khách sạn My Way Hạ Long,79.678.500.976,79.678.500.976,,79678500976.0,79678500976.0
5.19,5.19 > 5.19,5.19,Công ty TNHH Xây dựng Nam Đảo,95.305.561.117,129.950.093.279,,95305561117.0,129950093279.0
5.19,5.19 > 5.19,5.19,Công ty CP Thái - Holding,278.815.206.275,7.596.204.681,,278815206275.0,7596204681.0
5.19,5.19 > 5.19,5.19,Công ty CP Terra Gold Việt Nam,105.159.357.890,29.654.957.890,,105159357890.0,29654957890.0
5.19,5.19 > 5.19,5.19,Các khách hàng khác,1.277.745.526.060,1.586.474.270.601,,1277745526060.0,1586474270601.0
,,,,2.273.229.916.723,2.779.311.818.649,,2273229916723.0,2779311818649.0
