row_label_raw,row_label_full,col_0,01/01/2024VND,Số phải thu trong năm VND,Số đã thu/bù trừ trong năm VND,31/12/2024VND,numeric__01/01/2024VND,numeric__Số phải thu trong năm VND,numeric__Số đã thu/bù trừ trong năm VND,numeric__31/12/2024VND
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,19.751.378,-,-,19.751.378,19751378.0,,,19751378.0
Thuế nhập khẩu,Phải thu > Thuế nhập khẩu,Thuế nhập khẩu,12.649.012,-,-,12.649.012,12649012.0,,,12649012.0
Thuế thu nhập doanh nghiệp,Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.374.505.975,-,-,4.374.505.975,4374505975.0,,,4374505975.0
Thuế TNDN tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Phải thu > Thuế TNDN tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế TNDN tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,-,290.280.573,-,290.280.573,,290280573.0,,290280573.0
Thuế thu nhập cá nhân,Phải thu > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,27.621.106,12.830.740,-,40.451.846,27621106.0,12830740.0,,40451846.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Phải thu > Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",1.414.039,-,-,1.414.039,1414039.0,,,1414039.0
,,,4.435.941.510,303.111.313,-,4.739.052.823,4435941510.0,303111313.0,,4739052823.0
