row_label_raw,row_label_full,Đầu tư nằm giữ đến ngày đáo hạn,31/12/2024 > Giá gốcVND,31/12/2024 > Giá trị ghi sởVND,01/01/2024 > Giá gốcVND,01/01/2024 > Giá trị ghi sởVND,numeric__31/12/2024 > Giá gốcVND,numeric__31/12/2024 > Giá trị ghi sởVND,numeric__01/01/2024 > Giá gốcVND,numeric__01/01/2024 > Giá trị ghi sởVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,14.116.633.715,14.116.633.715,15.705.823.005,15.705.823.005,14116633715.0,14116633715.0,15705823005.0,15705823005.0
- Tiền gửi có kỳ hạn (i),- Tiền gửi có kỳ hạn (i),- Tiền gửi có kỳ hạn (i),14.116.633.715,14.116.633.715,15.705.823.005,15.705.823.005,14116633715.0,14116633715.0,15705823005.0,15705823005.0
Dài hạn,Dài hạn,Dài hạn,2.144.185.871,2.144.185.871,2.000.000.000,2.000.000.000,2144185871.0,2144185871.0,2000000000.0,2000000000.0
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,144.185.871,144.185.871,-,-,144185871.0,144185871.0,,
- Trải phiếu (ii),- Trải phiếu (ii),- Trải phiếu (ii),2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,2000000000.0,2000000000.0
,,,16.260.819.586,16.260.819.586,17.705.823.005,17.705.823.005,16260819586.0,16260819586.0,17705823005.0,17705823005.0
