row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
5.3,5.3,5.3,Trà trước cho người bán ngắn hạn,,,,,
5.3,5.3 > 5.3,5.3,Bên liên quan,4.295.714.316,34.288.228.721,,4295714316.0,34288228721.0
5.3,5.3 > 5.3,5.3,Công ty CP Kỹ thuật Jesco Hòa Bình,-,21.521.220.215,,,21521220215.0
5.3,5.3 > 5.3,5.3,Công ty CP Cơ khí và Nhôm kính Anh Việt,-,8.471.294.190,,,8471294190.0
5.3,5.3 > 5.3,5.3,Công ty CP Trang trí Nội thất Onwa Tech,4.295.714.316,4.295.714.316,,4295714316.0,4295714316.0
5.3,5.3 > 5.3,5.3,Bên khác,1.144.817.209.623,1.051.402.783.306,,1144817209623.0,1051402783306.0
5.3,5.3 > 5.3,5.3,Công ty CP BM Windows,2.997.055.456,57.845.394.972,,2997055456.0,57845394972.0
5.3,5.3 > 5.3,5.3,Công ty CP Kỹ thuật Jesco Hòa Bình,13.694.817.215,-,,13694817215.0,
5.3,5.3 > 5.3,5.3,Công ty CP Cơ khí và Nhôm kính Anh Việt,24.972.074.777,-,,24972074777.0,
5.3,5.3 > 5.3,5.3,Công ty CP Xây dựng Lương Bình,-,60.000.000.000,,,60000000000.0
5.3,5.3 > 5.3,5.3,Công ty TNHH MTV Thương mại Sản xuất Mỹ Khang,19.281.388.212,16.454.825.367,,19281388212.0,16454825367.0
5.3,5.3 > 5.3,5.3,Công ty Luật TNHH ALB & Partners,109.269.356.877,81.569.356.877,,109269356877.0,81569356877.0
5.3,5.3 > 5.3,5.3,Công ty CP Kỹ thuật và Xây dựng Searefico,-,62.688.478.471,,,62688478471.0
5.3,5.3 > 5.3,5.3,Công ty CP Đầu Tư Xây Dụng VinTech,56.123.049.028,-,,56123049028.0,
5.3,5.3 > 5.3,5.3,Công ty TNHH Bê Tông Vá Xây Dụng Minh Đức,19.141.886.051,-,,19141886051.0,
5.3,5.3 > 5.3,5.3,Công ty CP Xây dựng và Đầu tư Greenhouse Group,45.210.910.907,,,45210910907.0,
5.3,5.3 > 5.3,5.3,Công ty CP Thương mại và Đầu tư Hồng Hà,105.324.873.301,109.879.740.554,,105324873301.0,109879740554.0
5.3,5.3 > 5.3,5.3,Trả trước ngắn hạn khác,748.801.797.799,662.964.987.065,,748801797799.0,662964987065.0
5.3,5.3 > 5.3,5.3,,1.149.112.923.939,1.085.691.012.027,,1149112923939.0,1085691012027.0
5.3,5.3 > 5.3,5.3,Dự phòng các khoản trả trước cho người bán ngắn hạn,(116.934.484.406),(108.050.910.417),,-116934484406.0,-108050910417.0
5.3,5.3 > 5.3,5.3,Giá trị thuần,1.032.178.439.533,977.640.101.610,,1032178439533.0,977640101610.0
5.3,5.3,5.3,,31/12/2024VND,01/01/2024VND,,,
5.3,5.3,5.3,Chi tiết dự phòng trả trước cho người bán ngắn hạn,,,,,
5.3,5.3 > 5.3,5.3,Công ty CP Thương mại và Đầu tư Hồng Hà,105.324.873.301,105.324.873.301,,105324873301.0,105324873301.0
5.3,5.3 > 5.3,5.3,Trả trước ngắn hạn khác,11.609.611.105,2.726.037.116,,11609611105.0,2726037116.0
5.3,5.3 > 5.3,5.3,Cộng,116.934.484.406,108.050.910.417,,116934484406.0,108050910417.0
5.3,5.3,5.3,,31/12/2024VND,01/01/2024VND,,,
5.4,5.4,5.4,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,
5.4,5.4 > 5.4,5.4,Công ty CP Gamuda Land (HCMC),208.377.456.034,342.587.177.616,,208377456034.0,342587177616.0
5.4,5.4 > 5.4,5.4,Công ty CP Tập đoàn Ecopark,95.012.446.228,193.653.920.518,,95012446228.0,193653920518.0
5.4,5.4 > 5.4,5.4,Công ty CP Kinh doanh và Xây dựng Quang Minh,124.490.373.682,124.490.373.682,,124490373682.0,124490373682.0
5.4,5.4 > 5.4,5.4,Công ty TNHH MTV Đầu tư Phát triển Gia Cư,84.464.960.983,117.341.148.812,,84464960983.0,117341148812.0
5.4,5.4 > 5.4,5.4,Công ty CP Quốc Lộc Phát,205.273.853.777,99.171.630.796,,205273853777.0,99171630796.0
5.4,5.4 > 5.4,5.4,Các Khách hàng khác,1.542.596.071.555,2.205.505.525.822,,1542596071555.0,2205505525822.0
5.4,5.4 > 5.4,5.4,,2.260.215.162.259,3.082.749.777.246,,2260215162259.0,3082749777246.0
5.4,5.4 > 5.4,5.4,Dự phòng phải thu khó đòi,(456.003.862.786),(520.621.828.965),,-456003862786.0,-520621828965.0
5.4,5.4 > 5.4,5.4,Giá trị thuần,1.804.211.299.473,2.562.127.948.281,,1804211299473.0,2562127948281.0
