row_label_raw,row_label_full,5.8 Nợ quả hạn,31/12/2024 > Giá gốcVND,31/12/2024 > Giá trị có thể thu hồiVND,01/01/2024 > Giá gốcVND,01/01/2024 > Giá trị có thể thu hồiVND,numeric__31/12/2024 > Giá gốcVND,numeric__31/12/2024 > Giá trị có thể thu hồiVND,numeric__01/01/2024 > Giá gốcVND,numeric__01/01/2024 > Giá trị có thể thu hồiVND
Công ty CP Kinh doanh và Xây dựng Quang Minh,Công ty CP Kinh doanh và Xây dựng Quang Minh,Công ty CP Kinh doanh và Xây dựng Quang Minh,182.636.665.903,6.849.023.895,175.787.642.008,-,182636665903.0,6849023895.0,175787642008.0,
Công ty CP Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty CP Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty CP Đầu tư Thương mại Dịch vụ Cầu Giấy,121.888.827.177,1.861.295.985,120.027.531.192,-,121888827177.0,1861295985.0,120027531192.0,
Công ty CP Xây dựng và Quản lý nhà An Trung Phát,Công ty CP Xây dựng và Quản lý nhà An Trung Phát,Công ty CP Xây dựng và Quản lý nhà An Trung Phát,71.124.662.057,283.833.000,70.840.829.057,-,71124662057.0,283833000.0,70840829057.0,
Công ty CP Xây dựng và Phát triển Đô thị,Công ty CP Xây dựng và Phát triển Đô thị,Công ty CP Xây dựng và Phát triển Đô thị,129.828.770.259,746.434.492,95.250.602.766,-,129828770259.0,746434492.0,95250602766.0,
Công ty CP Tập đoàn TMS,Công ty CP Tập đoàn TMS,Công ty CP Tập đoàn TMS,112.472.954.437,-,112.472.954.437,-,112472954437.0,,112472954437.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.804.742.542.261,515.878.276.840,2.690.476.314.022,788.348.037.204,1804742542261.0,515878276840.0,2690476314022.0,788348037204.0
,,,2.422.694.422.094,525.618.864.212,3.264.855.873.482,788.348.037.204,2422694422094.0,525618864212.0,3264855873482.0,788348037204.0
