row_label_raw,row_label_full,Lợi nhuận kế toán sau thuế trong năm phân bổ cho các cổ đông sở hữu cổ phiếu phổ thông của công ty mẹ (VND),Năm nay > 1.041.376.121.606,Năm trước(Trình bày lại) > 467.582.890.486,numeric__Năm nay > 1.041.376.121.606,numeric__Năm trước(Trình bày lại) > 467.582.890.486
Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,,,,
"Trích quỹ khen thường, phúc lợi ước tính","Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Trích quỹ khen thường, phúc lợi ước tính","Trích quỹ khen thường, phúc lợi ước tính",(76.256.704.927),(34.239.627.517),-76256704927.0,-34239627517.0
Trích quỹ ban điều hành ước tính,Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Trích quỹ ban điều hành ước tính,Trích quỹ ban điều hành ước tính,(35.050.416.040),(15.737.805.491),-35050416040.0,-15737805491.0
Thù lao Hội đồng Quản trị,Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Thù lao Hội đồng Quản trị,Thù lao Hội đồng Quản trị,(11.040.000.000),(6.000.000.000),-11040000000.0,-6000000000.0
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),919.029.000.639,411.605.457.478,919029000639.0,411605457478.0
Cổ phiếu phổ thông đang lưu hành bình quân trong năm (cổ phiếu),Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Cổ phiếu phổ thông đang lưu hành bình quân trong năm (cổ phiếu),Cổ phiếu phổ thông đang lưu hành bình quân trong năm (cổ phiếu),411.285.343,411.285.343,411285343.0,411285343.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Các khoản điều chỉnh giảm lợi nhuận kế toán để xác định lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông: > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),2.235,1.001,2235.0,1001.0
