row_label_raw,row_label_full,col_0,Thuế suất,Số cuối nămVND,Số đầu nămVND,numeric__Thuế suất,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Chênh lệch tạm thời phát sinh từ:,Chênh lệch tạm thời phát sinh từ:,Chênh lệch tạm thời phát sinh từ:,Chênh lệch tạm thời phát sinh từ:,Chênh lệch tạm thời phát sinh từ:,Chênh lệch tạm thời phát sinh từ:,,,
Tài sản cố định,Chênh lệch tạm thời phát sinh từ: > Tài sản cố định,Tài sản cố định,20%,159.091.416.215,164.298.912.250,0.2,159091416215.0,164298912250.0
Tài sản cố định,Chênh lệch tạm thời phát sinh từ: > Tài sản cố định,Tài sản cố định,10%,33.281.057.976,35.100.407.888,0.1,33281057976.0,35100407888.0
Dự phòng đầu tư tài chính dài hạn,Chênh lệch tạm thời phát sinh từ: > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,20%,19.225.329.373,7.465.603.887,0.2,19225329373.0,7465603887.0
Chỉ phí sản xuất kinh doanh dở dang dài hạn,Chênh lệch tạm thời phát sinh từ: > Chỉ phí sản xuất kinh doanh dở dang dài hạn,Chỉ phí sản xuất kinh doanh dở dang dài hạn,20%,40.509.837.431,40.509.837.431,0.2,40509837431.0,40509837431.0
Lãi từ đánh giá lại khoản đầu tư tài chính từ công ty liên kết thành công ty con,Chênh lệch tạm thời phát sinh từ: > Lãi từ đánh giá lại khoản đầu tư tài chính từ công ty liên kết thành công ty con,Lãi từ đánh giá lại khoản đầu tư tài chính từ công ty liên kết thành công ty con,20%,52.402.000.000,52.402.000.000,0.2,52402000000.0,52402000000.0
Các khoản khác,Chênh lệch tạm thời phát sinh từ: > Các khoản khác,Các khoản khác,20%,3.258.574.525,5.428.760.680,0.2,3258574525.0,5428760680.0
Thuế thu nhập hoãn lại phải trả,Chênh lệch tạm thời phát sinh từ: > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,307.768.215.520,305.205.522.136,,307768215520.0,305205522136.0
