row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","a. Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",3.187.372.535,3.105.334.421,3187372535.0,3105334421.0
Các khoản khác,a. Ngắn hạn > Các khoản khác,Các khoản khác,18.955.394.868,14.603.452.796,18955394868.0,14603452796.0
,,,22.142.767.403,17.708.787.217,22142767403.0,17708787217.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (i),b. Dài hạn > Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (i),Chi phí giải phóng mặt bằng các Nhà máy Thủy điện (i),103.668.974.832,106.521.178.163,103668974832.0,106521178163.0
Chi phí thuê hạ tầng,b. Dài hạn > Chi phí thuê hạ tầng,Chi phí thuê hạ tầng,58.775.469.010,60.435.592.483,58775469010.0,60435592483.0
Chi phí sửa chữa tài sản cố định,b. Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,36.181.996.820,21.079.855.280,36181996820.0,21079855280.0
Tiền thuê đất trả trước,b. Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,19.177.009.123,20.684.125.197,19177009123.0,20684125197.0
Chi phí giải phóng mặt bằng các Nhà máy Điện gió,b. Dài hạn > Chi phí giải phóng mặt bằng các Nhà máy Điện gió,Chi phí giải phóng mặt bằng các Nhà máy Điện gió,12.277.520.109,12.557.715.349,12277520109.0,12557715349.0
"Công cụ, dụng cụ xuất dùng","b. Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",11.927.999.813,7.215.000.586,11927999813.0,7215000586.0
Các khoản khác,b. Dài hạn > Các khoản khác,Các khoản khác,89.454.116.559,62.437.034.807,89454116559.0,62437034807.0
,,,331.463.086.266,290.930.501.865,331463086266.0,290930501865.0
