row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Trong năm,Trong năm_1,Trong năm_2,Số cuối năm,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Trong năm,numeric__Trong năm_1,numeric__Trong năm_2,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Giá trị/Số cókhả năng trả nợ,Tăng,Giảm,Ảnh hưởngchênh lệch tỷ giáchưa thực hiện,Phân bổ chí phíphát hành trái phiếu,Giá trị/Số cókhả năng trả nợ,,,,,,
Vay dài hạn (i),Vay dài hạn (i),Vay dài hạn (i),7.488.722.401.619,1.140.664.743.402,(1.310.197.932.754),92.408.611.156,-,7.411.597.823.423,7488722401619.0,1140664743402.0,-1310197932754.0,92408611156.0,,7411597823423.0
Trái phiếu thường (ii),Trái phiếu thường (ii),Trái phiếu thường (ii),1.188.673.118.092,-,-,-,4.786.468.186,1.193.459.586.278,1188673118092.0,,,,4786468186.0,1193459586278.0
,,,8.677.395.519.711,1.140.664.743.402,(1.310.197.932.754),92.408.611.156,4.786.468.186,8.605.057.409.701,8677395519711.0,1140664743402.0,-1310197932754.0,92408611156.0,4786468186.0,8605057409701.0
