row_label_raw,row_label_full,col_0,Số phải thuđầu năm,Số phải nộpđầu năm,Số phải nộptrong năm,Số đã thựcnộp trong năm,Số phải thucuối năm,Số phải nộpcuối năm,numeric__Số phải thuđầu năm,numeric__Số phải nộpđầu năm,numeric__Số phải nộptrong năm,numeric__Số đã thựcnộp trong năm,numeric__Số phải thucuối năm,numeric__Số phải nộpcuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,24.351.505.334,381.159.986.009,344.719.476.546,-,60.792.014.797,,24351505334.0,381159986009.0,344719476546.0,,60792014797.0
"Thuế xuất khấu, nhập khấu","Thuế xuất khấu, nhập khấu","Thuế xuất khấu, nhập khấu",-,23.895.402.792,284.984.747.470,308.880.629.894,479.632,-,,23895402792.0,284984747470.0,308880629894.0,479632.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,760.222.543,101.631.575.528,205.174.981.324,115.745.586.813,800.420.253,191.101.167.749,760222543.0,101631575528.0,205174981324.0,115745586813.0,800420253.0,191101167749.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,93.958.862,1.848.056.380,28.952.923.557,25.762.231.657,2.668.000,4.947.457.418,93958862.0,1848056380.0,28952923557.0,25762231657.0,2668000.0,4947457418.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,70.771.411.853,213.582.837.181,258.130.661.962,-,26.223.587.072,,70771411853.0,213582837181.0,258130661962.0,,26223587072.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",276.055.170,-,6.898.613.225,6.864.121.091,241.563.036,-,276055170.0,,6898613225.0,6864121091.0,241563036.0,
"Các loại thuế, phí và lệ phí khác","Các loại thuế, phí và lệ phí khác","Các loại thuế, phí và lệ phí khác",43.271.240,7.667.610.463,93.776.032.525,88.386.724.456,43.271.240,13.056.918.532,43271240.0,7667610463.0,93776032525.0,88386724456.0,43271240.0,13056918532.0
,,,1.173.507.815,230.165.562.350,1.214.530.121.291,1.148.489.432.419,1.088.402.161,296.121.145.568,1173507815.0,230165562350.0,1214530121291.0,1148489432419.0,1088402161.0,296121145568.0
