row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
"Giá vốn hoạt động xây lắp, cung cấp thiết bị điện và xây dựng hạ tầng khu công nghiệp","Giá vốn hoạt động xây lắp, cung cấp thiết bị điện và xây dựng hạ tầng khu công nghiệp","Giá vốn hoạt động xây lắp, cung cấp thiết bị điện và xây dựng hạ tầng khu công nghiệp",5.919.405.558.927,3.428.358.689.800,5919405558927.0,3428358689800.0
Giá vốn hoạt động sản xuất công nghiệp,Giá vốn hoạt động sản xuất công nghiệp,Giá vốn hoạt động sản xuất công nghiệp,1.287.846.641.824,1.313.703.277.941,1287846641824.0,1313703277941.0
Giá vốn bán điện,Giá vốn bán điện,Giá vốn bán điện,757.084.735.690,760.402.029.935,757084735690.0,760402029935.0
Giá vốn bán tỉnh quặng khoáng sản,Giá vốn bán tỉnh quặng khoáng sản,Giá vốn bán tỉnh quặng khoáng sản,698.595.785.914,1.146.153.010.488,698595785914.0,1146153010488.0
Giá vốn chuyển nhượng bắt động sản,Giá vốn chuyển nhượng bắt động sản,Giá vốn chuyển nhượng bắt động sản,634.666.580.734,14.940.529.320,634666580734.0,14940529320.0
"Giá vốn khai thác, vận hành khu công nghiệp","Giá vốn khai thác, vận hành khu công nghiệp","Giá vốn khai thác, vận hành khu công nghiệp",525.270.851.899,450.520.308.384,525270851899.0,450520308384.0
"Giá vốn bán hàng hóa, vật tư","Giá vốn bán hàng hóa, vật tư","Giá vốn bán hàng hóa, vật tư",447.020.391.144,831.146.744.500,447020391144.0,831146744500.0
Giá vốn kinh doanh bắt động sản đầu tư,Giá vốn kinh doanh bắt động sản đầu tư,Giá vốn kinh doanh bắt động sản đầu tư,8.778.401.012,3.421.989.423,8778401012.0,3421989423.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,50.150.905.838,48.434.426.129,50150905838.0,48434426129.0
Trích lập/(Hoàn nhập) dự phòng giám giá hàng tồn kho,Trích lập/(Hoàn nhập) dự phòng giám giá hàng tồn kho,Trích lập/(Hoàn nhập) dự phòng giám giá hàng tồn kho,37.202.993.669,(573.986.292),37202993669.0,-573986292.0
,,,10.366.022.846.651,7.996.507.019.628,10366022846651.0,7996507019628.0
