row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,36,13.084.794.921.097,10.088.901.620.619,,1.0,36.0,13084794921097.0,10088901620619.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,13.084.794.921.097,10.088.901.620.619,,10.0,,13084794921097.0,10088901620619.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,37,10.366.022.846.651,7.996.507.019.628,,11.0,37.0,10366022846651.0,7996507019628.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.718.772.074.446,2.092.394.600.991,,20.0,,2718772074446.0,2092394600991.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,39,248.031.826.236,138.085.670.369,,21.0,39.0,248031826236.0,138085670369.0
6.,6.,6.,Chi phí tài chính,22,40,815.859.953.611,881.568.197.542,,22.0,40.0,815859953611.0,881568197542.0
,,,- Trong đó: Chi phí lãi vay và phát hành trái phiếu,23,,682.154.126.468,701.206.757.837,,23.0,,682154126468.0,701206757837.0
7.,7.,7.,Phần lãi trong công ty liên kết,24,22,55.552.467.394,45.794.608.983,,24.0,22.0,55552467394.0,45794608983.0
8.,8.,8.,Chi phí bán hàng,25,41,103.834.604.422,78.532.757.514,,25.0,41.0,103834604422.0,78532757514.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,41,557.381.692.290,487.725.540.156,,26.0,41.0,557381692290.0,487725540156.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.545.280.117.753,828.448.385.131,,30.0,,1545280117753.0,828448385131.0
11.,11.,11.,Thu nhập khác,31,,30.773.313.095,19.285.546.398,,31.0,,30773313095.0,19285546398.0
12.,12.,12.,Chi phí khác,32,,17.098.513.929,8.723.300.716,,32.0,,17098513929.0,8723300716.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,13.674.799.166,10.562.245.682,,40.0,,13674799166.0,10562245682.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.558.954.916.919,839.010.630.813,,50.0,,1558954916919.0,839010630813.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,42,205.174.981.324,124.870.818.560,,51.0,42.0,205174981324.0,124870818560.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,(2.306.335.661),4.164.418.523,,52.0,,-2306335661.0,4164418523.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.356.086.271.256,709.975.393.730,,60.0,,1356086271256.0,709975393730.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.041.376.121.606,467.582.890.486,,61.0,,1041376121606.0,467582890486.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,314.710.149.650,242.392.503.244,,62.0,,314710149650.0,242392503244.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,43,2.235,1.001,,70.0,43.0,2235.0,1001.0
