row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.558.954.916.919,839.010.630.813,,1.0,1558954916919.0,839010630813.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao và phân bổ,02,881.767.230.099,877.613.082.201,,2.0,881767230099.0,877613082201.0
2.,2. > 2.,2.,Các khoản dự phòng,03,231.933.819.617,72.564.007.143,,3.0,231933819617.0,72564007143.0
2.,2. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,80.547.063.341,135.493.717.598,,4.0,80547063341.0,135493717598.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(266.786.604.811),(151.743.983.202),,5.0,-266786604811.0,-151743983202.0
2.,2. > 2.,2.,Chi phí lãi vay và phát hành trái phiếu,06,682.154.126.468,701.206.757.837,,6.0,682154126468.0,701206757837.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,08,3.168.570.551.633,2.474.144.212.390,,8.0,3168570551633.0,2474144212390.0
3.,2. > 3.,3.,"Tăng, giảm các khoản phải thu",09,(1.233.423.027.936),(266.543.535.144),,9.0,-1233423027936.0,-266543535144.0
3.,2. > 3.,3.,"Tăng, giảm hàng tồn kho",10,52.210.881.394,(628.938.061.378),,10.0,52210881394.0,-628938061378.0
3.,2. > 3.,3.,"Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,1.119.240.062.222,322.176.376.246,,11.0,1119240062222.0,322176376246.0
3.,2. > 3.,3.,"Tăng, giảm chi phí trả trước",12,(20.849.806.114),4.901.864.912,,12.0,-20849806114.0,4901864912.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(646.339.270.155),(698.053.796.352),,14.0,-646339270155.0,-698053796352.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(115.745.586.813),(76.541.785.887),,15.0,-115745586813.0,-76541785887.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(50.945.597.337),(41.196.926.352),,17.0,-50945597337.0,-41196926352.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.272.718.206.894,1.089.948.348.435,,20.0,2272718206894.0,1089948348435.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(1.351.813.105.984),(446.492.057.301),,21.0,-1351813105984.0,-446492057301.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,22.544.696.969,31.808.133.068,,22.0,22544696969.0,31808133068.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(580.794.764.695),(1.594.612.558.972),,23.0,-580794764695.0,-1594612558972.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,145.591.180.912,1.337.867.672.755,,24.0,145591180912.0,1337867672755.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(16.545.600.000),(90.243.900.000),,25.0,-16545600000.0,-90243900000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,158.424.641.827,17.285.093.051,,26.0,158424641827.0,17285093051.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,148.592.249.631,98.284.542.872,,27.0,148592249631.0,98284542872.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.474.000.701.340),(646.103.074.527),,30.0,-1474000701340.0,-646103074527.0
