row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 3.603.623.043.550 > 1.542.582.851.658,VNDNăm trước > 1.133.181.060.442 > 2.337.150.526.918,numeric__Năm nay > 3.603.623.043.550 > 1.542.582.851.658,numeric__VNDNăm trước > 1.133.181.060.442 > 2.337.150.526.918
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.146.205.895.208,3.470.331.587.360,5146205895208.0,3470331587360.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,6.818.529.434.313,7.396.161.097.763,6818529434313.0,7396161097763.0
