row_label_raw,row_label_full,Mã số > 50 > 60,CHÍ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền đầu năm,Thuyết minh,Năm nay > (212.534.655.410) > 321.993.167.237,Năm trước > (417.640.610.157) > 739.531.634.713,numeric__CHÍ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền đầu năm,numeric__Thuyết minh,numeric__Năm nay > (212.534.655.410) > 321.993.167.237,numeric__Năm trước > (417.640.610.157) > 739.531.634.713
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,39.393.276,102.142.681,,,39393276.0,102142681.0
70,70,70,Tiền cuối năm,4,109.497.905.103,321.993.167.237,,4.0,109497905103.0,321993167237.0
