row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,4.990.364.398.668,3.158.179.135.582,4990364398668.0,3158179135582.0
Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,95.092.397.046,91.154.747.117,95092397046.0,91154747117.0
Giá vốn bán hàng hóa bất động sản,Giá vốn bán hàng hóa bất động sản,Giá vốn bán hàng hóa bất động sản,33.915.596.661,30.342.048.389,33915596661.0,30342048389.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.119.372.392.375,3.279.675.931.088,5119372392375.0,3279675931088.0
27. CHI PHÍ TÀI CHÍNH,27. CHI PHÍ TÀI CHÍNH,27. CHI PHÍ TÀI CHÍNH,27. CHI PHÍ TÀI CHÍNH,27. CHI PHÍ TÀI CHÍNH,,
,,,Năm nay,VNDNăm trước,,
Lãi tiền vay,27. CHI PHÍ TÀI CHÍNH > Lãi tiền vay,Lãi tiền vay,110.865.783.628,90.218.263.542,110865783628.0,90218263542.0
Dự phòng tổn thất các khoản đầu tư,27. CHI PHÍ TÀI CHÍNH > Dự phòng tổn thất các khoản đầu tư,Dự phòng tổn thất các khoản đầu tư,65.525.124.945,37.700.530.689,65525124945.0,37700530689.0
Lỗ chênh lệch tỷ giá đã thực hiện,27. CHI PHÍ TÀI CHÍNH > Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,1.612.243.357,1.987.865.450,1612243357.0,1987865450.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,27. CHI PHÍ TÀI CHÍNH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,135.631.177,307.112,135631177.0,307112.0
TỔNG CỘNG,27. CHI PHÍ TÀI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,178.138.783.107,129.906.966.793,178138783107.0,129906966793.0
28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,
,,,Năm nay,VNDNăm trước,,
Chi phí nhân viên,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > Chi phí nhân viên,Chi phí nhân viên,84.696.620.377,59.505.900.527,84696620377.0,59505900527.0
Chi phí dịch vụ mua ngoài,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,29.366.339.889,21.938.425.795,29366339889.0,21938425795.0
Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,4.948.120.795,3.194.981.929,4948120795.0,3194981929.0
Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,Khẩu hao và hao mòn tài sản(Hoàn nhập dự phòng) dự phòngnợ phải thu khó đòi,(73.690.168.640),146.257.279.636,-73690168640.0,146257279636.0
Khác,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > Khác,Khác,19.498.500.423,16.348.584.330,19498500423.0,16348584330.0
TỔNG CỘNG,28. CHI PHÍ QUẢN LÝ DOANH NGHIỆP > TỔNG CỘNG,TỔNG CỘNG,64.819.412.844,247.245.172.217,64819412844.0,247245172217.0
