row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,,
Công ty Cổ phần Kỹ thuật Hòa Bình Jesco,Phải trả người bán ngắn hạn > Công ty Cổ phần Kỹ thuật Hòa Bình Jesco,Công ty Cổ phần Kỹ thuật Hòa Bình Jesco,Công ty liên kết,Chi phí thầu phụ,84.001.747.509,32.675.268.306,,,84001747509.0,32675268306.0
Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Phải trả người bán ngắn hạn > Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty con,Chi phí thầu phụ,39.630.661.035,36.572.781.046,,,39630661035.0,36572781046.0
Công ty TNHH MTV Máy Xây dựng Matec,Phải trả người bán ngắn hạn > Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,Công ty con,Thuê máy móc,16.088.679.510,4.481.268.776,,,16088679510.0,4481268776.0
Công ty TNHH Xây dựng Anh Huy,Phải trả người bán ngắn hạn > Công ty TNHH Xây dựng Anh Huy,Công ty TNHH Xây dựng Anh Huy,Công ty con,Chi phí thầu phụ,14.294.991.270,19.578.801.973,,,14294991270.0,19578801973.0
Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Phải trả người bán ngắn hạn > Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty con,Chi phí thầu phụ,9.586.519.754,9.057.265.615,,,9586519754.0,9057265615.0
Công ty TNHH Sơn Hòa Bình,Phải trả người bán ngắn hạn > Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty con,Chi phí thầu phụ,6.665.425.924,1.238.058.326,,,6665425924.0,1238058326.0
Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Phải trả người bán ngắn hạn > Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,Công ty con,Chi phí thầu phụ,5.046.773.997,5.190.239.623,,,5046773997.0,5190239623.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Phải trả người bán ngắn hạn > Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,Chi phí thầu phụ,1.467.823.500,162.214.750,,,1467823500.0,162214750.0
,,,,,176.782.622.499,108.955.898.415,,,176782622499.0,108955898415.0
