row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,5.585.123.674.372,4.520.520.087.260,,,5585123674372.0,4520520087260.0
310,310,310,I. Nợ ngắn hạn,,5.234.760.044.305,4.356.383.560.278,,,5234760044305.0,4356383560278.0
311,311,311,1. Phải trả người bán ngắn hạn,16,1.261.459.445.489,946.463.043.812,,16.0,1261459445489.0,946463043812.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,1.417.789.227.612,1.069.488.751.398,,17.0,1417789227612.0,1069488751398.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,27.198.962.939,49.182.879.362,,18.0,27198962939.0,49182879362.0
314,314,314,4. Phải trả người lao động,,173.486.330.160,122.708.275.942,,,173486330160.0,122708275942.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,609.375.899.473,426.643.388.582,,19.0,609375899473.0,426643388582.0
319,319,319,6. Phải trả ngắn hạn khác,20,3.505.014.497,3.050.143.789,,20.0,3505014497.0,3050143789.0
320,320,320,7. Vay ngắn hạn,21,1.741.945.164.135,1.738.777.591.589,,21.0,1741945164135.0,1738777591589.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",22,-,69.485.804,,22.0,,69485804.0
330,330,330,II. Nợ dài hạn,,350.363.630.067,164.136.526.982,,,350363630067.0,164136526982.0
332,332,332,1. Người mua trả tiền trước dài hạn,17,193.330.638.539,112.537.784.216,,17.0,193330638539.0,112537784216.0
338,338,338,2. Vay dài hạn,21,88.502.187.970,5.215.003.860,,21.0,88502187970.0,5215003860.0
342,342,342,3. Dự phòng phải trả dài hạn,23,68.530.803.558,46.383.738.906,,23.0,68530803558.0,46383738906.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.139.463.802.916,973.646.579.449,,,1139463802916.0,973646579449.0
410,410,410,I. Vốn chủ sở hữu,24,1.139.463.802.916,973.646.579.449,,24.0,1139463802916.0,973646579449.0
411,411,411,1. Vốn cổ phần,,755.598.370.000,573.685.670.000,,,755598370000.0,573685670000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,755.598.370.000,573.685.670.000,,,755598370000.0,573685670000.0
412,412,412,2. Thắng dư vốn cổ phần,,106.043.322.981,301.199.313.203,,,106043322981.0,301199313203.0
415,415,415,3. Cổ phiếu quỹ,,-,(110.073.072.979),,,,-110073072979.0
418,418,418,4. Quỹ đầu tư phát triển,,94.548.441.157,94.548.441.157,,,94548441157.0,94548441157.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,183.273.668.778,114.286.228.068,,,183273668778.0,114286228068.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,27.593.377.568,58.996.651.628,,,27593377568.0,58996651628.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,155.680.291.210,55.289.576.440,,,155680291210.0,55289576440.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.724.587.477.288,5.494.166.666.709,,,6724587477288.0,5494166666709.0
