row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công cụ dụng cụ sử dụng cho công trình xây dựng,Ngắn hạn > Công cụ dụng cụ sử dụng cho công trình xây dựng,Công cụ dụng cụ sử dụng cho công trình xây dựng,27.417.914.821,15.538.025.101,27417914821.0,15538025101.0
Khác,Ngắn hạn > Khác,Khác,5.322.594.084,3.961.203.197,5322594084.0,3961203197.0
,,,32.740.508.905,19.499.228.298,32740508905.0,19499228298.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công cụ dụng cụ sử dụng cho công trình xây dựng,Dài hạn > Công cụ dụng cụ sử dụng cho công trình xây dựng,Công cụ dụng cụ sử dụng cho công trình xây dựng,95.635.156.264,38.883.417.555,95635156264.0,38883417555.0
Phi bảo lãnh,Dài hạn > Phi bảo lãnh,Phi bảo lãnh,12.229.487.364,6.901.641.002,12229487364.0,6901641002.0
Khác,Dài hạn > Khác,Khác,2.207.966.885,3.054.875.738,2207966885.0,3054875738.0
,,,110.072.610.513,48.839.934.295,110072610513.0,48839934295.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,142.813.119.418,68.339.162.593,142813119418.0,68339162593.0
