row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,207.720.193.789,94.596.157.958,207720193789.0,94596157958.0
Điều chỉnh tăng (giảm) lợi nhuận kế toánThay đổi dự phòng trợ cấp thời việc,Điều chỉnh tăng (giảm) lợi nhuận kế toánThay đổi dự phòng trợ cấp thời việc,Điều chỉnh tăng (giảm) lợi nhuận kế toánThay đổi dự phòng trợ cấp thời việc,3.932.020.831,2.110.122.500,3932020831.0,2110122500.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,112.335.000,112.335.000,112335000.0,112335000.0
Cổ tức nhận được,Cổ tức nhận được,Cổ tức nhận được,(47.437.018.393),(1.205.554.500),-47437018393.0,-1205554500.0
Khác,Khác,Khác,(3.494.285.166),-,-3494285166.0,
Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,160.833.246.061,95.613.060.958,160833246061.0,95613060958.0
Thuế TNDN ước tính năm hiện hành,Thuế TNDN ước tính năm hiện hành,Thuế TNDN ước tính năm hiện hành,35.383.314.133,21.034.873.411,35383314133.0,21034873411.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,17.368.364.098,7.168.139.161,17368364098.0,7168139161.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,1.047.566.688,-,1047566688.0,
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(35.002.250.132),(10.834.648.474),-35002250132.0,-10834648474.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,18.796.994.787,17.368.364.098,18796994787.0,17368364098.0
