row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngân hàng (Thuyết minh số 21.1),Ngắn hạn > Vay ngân hàng (Thuyết minh số 21.1),Vay ngân hàng (Thuyết minh số 21.1),1.709.660.984.082,1.720.837.905.570,1709660984082.0,1720837905570.0
Vay bên khác (Thuyết minh số 21.2),Ngắn hạn > Vay bên khác (Thuyết minh số 21.2),Vay bên khác (Thuyết minh số 21.2),7.602.723.304,13.463.586.019,7602723304.0,13463586019.0
Vay dài hạn đến hạn trả(Thuyết minh số 21.3),Ngắn hạn > Vay dài hạn đến hạn trả(Thuyết minh số 21.3),Vay dài hạn đến hạn trả(Thuyết minh số 21.3),24.681.456.749,4.476.100.000,24681456749.0,4476100000.0
,,,1.741.945.164.135,1.738.777.591.589,1741945164135.0,1738777591589.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Vay dài hạn ngân hàng(Thuyết minh số 21.3),Dải hạn > Vay dài hạn ngân hàng(Thuyết minh số 21.3),Vay dài hạn ngân hàng(Thuyết minh số 21.3),113.183.644.719,9.691.103.860,113183644719.0,9691103860.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,24.681.456.749,4.476.100.000,24681456749.0,4476100000.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,88.502.187.970,5.215.003.860,88502187970.0,5215003860.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.830.447.352.105,1.743.992.595.449,1830447352105.0,1743992595449.0
