row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình",24.367.601,"35,32",20.407.838,"32,24",24367601.0,35.32,20407838.0,32.24
"Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác",9.858.107,"14,29",9.889.335,"15,62",9858107.0,14.29,9889335.0,15.62
Xây dựng,Xây dựng,Xây dựng,8.454.937,"12,26",8.451.744,"13,35",8454937.0,12.26,8451744.0,13.35
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",5.256.347,"7,62",4.679.662,"7,39",5256347.0,7.62,4679662.0,7.39
"Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí",3.964.640,"5,75",4.263.982,"6,74",3964640.0,5.75,4263982.0,6.74
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,2.503.504,"3,63",3.104.656,"4,91",2503504.0,3.63,3104656.0,4.91
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",3.883.104,"5,63",1.440.162,"2,28",3883104.0,5.63,1440162.0,2.28
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",2.358.286,"3,42",2.930.688,"4,63",2358286.0,3.42,2930688.0,4.63
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,1.177.453,"1,71",1.542.503,"2,44",1177453.0,1.71,1542503.0,2.44
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,659.272,"0,96",916.874,"1,45",659272.0,0.96,916874.0,1.45
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,265.488,"0,38",285.505,"0,45",265488.0,0.38,285505.0,0.45
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",251.346,"0,36",256.592,"0,41",251346.0,0.36,256592.0,0.41
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,207.150,"0,3",261.128,"0,41",207150.0,0.3,261128.0,0.41
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,161.453,"0,23",206.495,"0,33",161453.0,0.23,206495.0,0.33
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,167.217,"0,24",193.982,"0,31",167217.0,0.24,193982.0,0.31
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",95.733,"0,14",128.872,"0,20",95733.0,0.14,128872.0,0.2
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",111.599,"0,16",98.367,"0,16",111599.0,0.16,98367.0,0.16
Khai khoáng,Khai khoáng,Khai khoáng,75.023,"0,11",72.386,"0,11",75023.0,0.11,72386.0,0.11
"Hoạt động của Đảng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc",44.601,"0,06",51.214,"0,08",44601.0,0.06,51214.0,0.08
Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,17.000,"0,02",4.334,"0,01",17000.0,0.02,4334.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,5.104.138,"7,41",4.106.832,"6,48",5104138.0,7.41,4106832.0,6.48
,,,68.983.999,"100,00",63.293.151,"100,00",68983999.0,100.0,63293151.0,100.0
