row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,214.449,199.393,214449.0,199393.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,171.298,155.743,171298.0,155743.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,43.151,43.650,43151.0,43650.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,339.327,228.752,339327.0,228752.0
Các khoản chờ thanh toán,Các khoản chờ thanh toán,Các khoản chờ thanh toán,149.217,51.635,149217.0,51635.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,113.657,54.439,113657.0,54439.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,39.077,73.197,39077.0,73197.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,20.933,40.968,20933.0,40968.0
Tiền thu được từ các khoản bán nợ đã bán,Tiền thu được từ các khoản bán nợ đã bán,Tiền thu được từ các khoản bán nợ đã bán,15.719,7.487,15719.0,7487.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,724,1.026,724.0,1026.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,8.595,3.958,8595.0,3958.0
"Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.156,1.001,1156.0,1001.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,7.439,2.957,7439.0,2957.0
,,,562.371,432.103,562371.0,432103.0
