row_label_raw,row_label_full,col_0,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng côngTriệu đồng,numeric__Trên 3thángTriệu đồng,numeric__Đến 3thángTriệu đồng,numeric__Đến 1thángTriệu đồng,numeric__Từ 1 - 3thángTriệu đồng,numeric__Từ 3 - 12thángTriệu đồng,numeric__Từ 1 - 5nămTriệu đồng,numeric__Trên 5nămTriệu đồng,numeric__Tổng côngTriệu đồng
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
Tiền mặt,Tải sản > Tiền mặt,Tiền mặt,-,-,485.554,-,-,-,-,485.554,,,485554.0,,,,,485554.0
Tiền gửi tại NHNN Việt Nam,Tải sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,4.400.485,-,-,-,-,4.400.485,,,4400485.0,,,,,4400485.0
Tiền gửi tại và cho vay các TCTD khác,Tải sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,16.352.235,5.049.883,-,-,-,21.402.118,,,16352235.0,5049883.0,,,,21402118.0
Chứng khoán kinh doanh,Tải sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,4.876.884,-,-,-,-,4.876.884,,,4876884.0,,,,,4876884.0
Các công cụ tài chính phải sinh,Tải sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,29.856,-,131.468,-,-,161.324,,,29856.0,,131468.0,,,161324.0
Cho vay khách hàng - gộp,Tải sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.422.507,1.680.900,4.563.375,11.476.742,21.629.706,7.088.498,21.122.271,68.983.999,1422507.0,1680900.0,4563375.0,11476742.0,21629706.0,7088498.0,21122271.0,68983999.0
Hoạt động mua nợ - gộp,Tải sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,-,153.234,153.234,,,,,,,153234.0,153234.0
Chứng khoán đầu tư - gộp,Tải sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,-,1.306.869,541.269,10.598.819,4.881.261,17.328.218,,,,1306869.0,541269.0,10598819.0,4881261.0,17328218.0
"Góp vốn, đầu tư dài hạn - gộp","Tải sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,116.936,116.936,,,,,,,116936.0,116936.0
Tài sản cố định,Tải sản > Tài sản cố định,Tài sản cố định,-,-,4,81,4.437,113.639,795.702,913.863,,,4.0,81.0,4437.0,113639.0,795702.0,913863.0
Bất động sản đầu tư,Tải sản > Bất động sản đầu tư,Bất động sản đầu tư,-,-,-,-,-,-,68.734,68.734,,,,,,,68734.0,68734.0
Tài sản Có khác - gộp,Tải sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,269.770,-,1.118.493,50.694,1.032.346,690.251,282.076,3.443.630,269770.0,,1118493.0,50694.0,1032346.0,690251.0,282076.0,3443630.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,1.692.277,1.680.900,31.826.886,17.884.269,23.339.226,18.491.207,27.420.214,122.334.979,1692277.0,1680900.0,31826886.0,17884269.0,23339226.0,18491207.0,27420214.0,122334979.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,20.048.473,5.822.727,1.404.138,104.978,34.729,27.415.045,,,20048473.0,5822727.0,1404138.0,104978.0,34729.0,27415045.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,23.010.285,16.555.410,27.364.120,899.254,10.663,67.839.732,,,23010285.0,16555410.0,27364120.0,899254.0,10663.0,67839732.0
Các công cụ tài chính phải sinh,Nợ phải trả > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,-,45.445,-,-,-,45.445,,,,45445.0,,,,45445.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,373,545,3.508,542.372,11.763,558.561,,,373.0,545.0,3508.0,542372.0,11763.0,558561.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,5.930,11.400.000,-,11.405.930,,,,,5930.0,11400000.0,,11405930.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.988.475,-,-,-,-,1.988.475,,,1988475.0,,,,,1988475.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,45.047.606,22.424.127,28.777.696,12.946.604,57.155,109.253.188,,,45047606.0,22424127.0,28777696.0,12946604.0,57155.0,109253188.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.692.277,1.680.900,(13.220.720),(4.539.858),(5.438.470),5.544.603,27.363.059,13.081.791,1692277.0,1680900.0,-13220720.0,-4539858.0,-5438470.0,5544603.0,27363059.0,13081791.0
