row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Bằng VND,Bằng VND,Bằng VND,"1,20 - 4,70","0,17 - 5,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,20 - 3,23","1,34 - 3,25",,
