row_label_raw,row_label_full,col_0,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Thời hạn định lại lãi suất_6,Thời hạn định lại lãi suất_7,Thời hạn định lại lãi suất_8,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Thời hạn định lại lãi suất_6,numeric__Thời hạn định lại lãi suất_7,numeric__Thời hạn định lại lãi suất_8
,,,Quá hạnTriệu đồng,Khôngchịu lãiTriệu đồng,Dưới 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 6thángTriệu đồng,Từ 6 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,485.554,-,-,-,-,-,-,485.554,,485554.0,,,,,,,485554.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,4.400.485,-,-,-,-,-,4.400.485,,,4400485.0,,,,,,4400485.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,16.352.235,5.049.883,-,-,-,-,21.402.118,,,16352235.0,5049883.0,,,,,21402118.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,4.876.884,-,-,-,-,-,-,4.876.884,,4876884.0,,,,,,,4876884.0
Các công cụ tài chính phải sinh,Tài sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,115.879,-,-,-,-,-,-,115.879,,115879.0,,,,,,,115879.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,3.103.408,-,-,65.880.591,-,-,-,-,68.983.999,3103408.0,,,65880591.0,,,,,68983999.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,153.234,-,-,-,-,153.234,,,,153234.0,,,,,153234.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,826.212,-,1.306.869,-,541.269,9.775.007,4.878.861,17.328.218,,826212.0,,1306869.0,,541269.0,9775007.0,4878861.0,17328218.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,116.936,-,-,-,-,-,-,116.936,,116936.0,,,,,,,116936.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,913.863,-,-,-,-,-,-,913.863,,913863.0,,,,,,,913863.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,-,68.734,-,-,-,-,-,-,68.734,,68734.0,,,,,,,68734.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,269.770,2.935.860,-,38.000,-,200.000,-,-,3.443.630,269770.0,2935860.0,,38000.0,,200000.0,,,3443630.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.373.178,10.339.922,20.752.720,72.428.577,-,741.269,9.775.007,4.878.861,122.289.534,3373178.0,10339922.0,20752720.0,72428577.0,,741269.0,9775007.0,4878861.0,122289534.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,20.048.473,5.822.727,515.091,889.047,104.978,34.729,27.415.045,,,20048473.0,5822727.0,515091.0,889047.0,104978.0,34729.0,27415045.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,23.010.287,16.555.410,15.871.731,11.492.387,899.254,10.663,67.839.732,,,23010287.0,16555410.0,15871731.0,11492387.0,899254.0,10663.0,67839732.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,373,545,692,2.816,542.372,11.763,558.561,,,373.0,545.0,692.0,2816.0,542372.0,11763.0,558561.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,1.030,4.900,11.400.000,-,11.405.930,,,,,1030.0,4900.0,11400000.0,,11405930.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,1.988.475,-,-,-,-,-,-,1.988.475,,1988475.0,,,,,,,1988475.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,1.988.475,43.059.133,22.378.682,16.388.544,12.389.150,12.946.604,57.155,109.207.743,,1988475.0,43059133.0,22378682.0,16388544.0,12389150.0,12946604.0,57155.0,109207743.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,3.373.178,8.351.447,(22.306.413),50.049.895,(16.388.544),(11.647.881),(3.171.597),4.821.706,13.081.791,3373178.0,8351447.0,-22306413.0,50049895.0,-16388544.0,-11647881.0,-3171597.0,4821706.0,13081791.0
