row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,611.076,383.392,611076.0,383392.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,293.921,182.840,293921.0,182840.0
Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,65.333,50.386,65333.0,50386.0
Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,41.011,47.236,41011.0,47236.0
Thu từ dịch vụ tư vấn thế chấp tài sản,Thu từ dịch vụ tư vấn thế chấp tài sản,Thu từ dịch vụ tư vấn thế chấp tài sản,20.124,22.070,20124.0,22070.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,6.207,6.365,6207.0,6365.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,4.091,4.864,4091.0,4864.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,-,1.178,,1178.0
Thu khác,Thu khác,Thu khác,180.389,68.453,180389.0,68453.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(258.837),(189.565),-258837.0,-189565.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(117.135),(73.156),-117135.0,-73156.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(24.826),(22.880),-24826.0,-22880.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(19.574),(18.943),-19574.0,-18943.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(12.446),(13.751),-12446.0,-13751.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(12.859),(7.157),-12859.0,-7157.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(16.602),(5.584),-16602.0,-5584.0
Chi khác,Chi khác,Chi khác,(55.395),(48.094),-55395.0,-48094.0
,,,352.239,193.827,352239.0,193827.0
