row_label_raw,row_label_full,Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,Việt NamNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,BịNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,Cộng hòa SécNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,Nhật BảnNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,MỹNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,SingaporeNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,Các nướckhácNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,Tổng cộngNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__Việt NamNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__BịNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__Cộng hòa SécNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__Nhật BảnNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__MỹNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__SingaporeNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__Các nướckhácNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017,numeric__Tổng cộngNghìn VND > Từ ngày 1 tháng 1 năm 2017 đến ngày 31 tháng 12 năm 2017
Doanh thu bán ra,Doanh thu bán ra,Doanh thu bán ra,773.289.698,633.523.148,634.725.734,584.399.940,808.668.959,1.029.182.050,940.855.572,5.404.645.101,773289698.0,633523148.0,634725734.0,584399940.0,808668959.0,1029182050.0,940855572.0,5404645101.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,27.144.210.862,-,-,-,-,-,-,27.144.210.862,27144210862.0,,,,,,,27144210862.0
Chi tiêu vốn,Chi tiêu vốn,Chi tiêu vốn,940.730.520,-,-,-,-,-,-,940.730.520,940730520.0,,,,,,,940730520.0
,,,Việt NamNghìn VND,BịNghìn VND,Cộng hòa SécNghìn VND,Nhật BảnNghìn VND,MỹNghìn VND,SingaporeNghìn VND,Các nướckhácNghìn VND,Tổng cộngNghìn VND,,,,,,,,
Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016,,,,,,,,
Doanh thu bán ra,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016 > Doanh thu bán ra,Doanh thu bán ra,922.312.287,69.228.604,505.280.358,317.884.797,839.745.144,593.756.121,800.610.025,4.048.817.336,922312287.0,69228604.0,505280358.0,317884797.0,839745144.0,593756121.0,800610025.0,4048817336.0
Tài sản của bộ phận,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016 > Tài sản của bộ phận,Tài sản của bộ phận,26.535.498.449,-,-,-,-,-,-,26.535.498.449,26535498449.0,,,,,,,26535498449.0
Chi tiêu vốn,Từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 12 năm 2016 > Chi tiêu vốn,Chi tiêu vốn,1.201.145.618,-,-,-,-,-,-,1.201.145.618,1201145618.0,,,,,,,1201145618.0
