row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2017Nghìn VND,1/1/2017Nghìn VND,31/12/2017Nghìn VND,1/1/2017Nghìn VND,,,,
Phải thu ngắn hạn,Phải thu ngắn hạn,Phải thu ngắn hạn,Phải thu ngắn hạn,Phải thu ngắn hạn,Phải thu ngắn hạn,Phải thu ngắn hạn,,,,
Phải thu từ việc bán các khoản phải thu tiền bồi thường (a),Phải thu ngắn hạn > Phải thu từ việc bán các khoản phải thu tiền bồi thường (a),Phải thu từ việc bán các khoản phải thu tiền bồi thường (a),10.000.000,10.000.000,-,-,10000000.0,10000000.0,,
Phải thu ngắn hạn khác (b),Phải thu ngắn hạn > Phải thu ngắn hạn khác (b),Phải thu ngắn hạn khác (b),410.152.488,267.397.165,2.298.420,55.000,410152488.0,267397165.0,2298420.0,55000.0
,,,420.152.488,277.397.165,2.298.420,55.000,420152488.0,277397165.0,2298420.0,55000.0
Phải thu dài hạn,Phải thu dài hạn,Phải thu dài hạn,Phải thu dài hạn,Phải thu dài hạn,Phải thu dài hạn,Phải thu dài hạn,,,,
Chi phí di vay - MRTN (c),Phải thu dài hạn > Chi phí di vay - MRTN (c),Chi phí di vay - MRTN (c),-,-,909.990.962,938.240.411,,,909990962.0,938240411.0
Phải thu tiền bồi thường giải phóng mặt bằng từ UBND,Phải thu tiền bồi thường giải phóng mặt bằng từ UBND,Phải thu tiền bồi thường giải phóng mặt bằng từ UBND,,,,,,,,
Tỉnh Thái Nguyên (d),Phải thu tiền bồi thường giải phóng mặt bằng từ UBND > Tỉnh Thái Nguyên (d),Tỉnh Thái Nguyên (d),1.319.793.389,1.356.982.821,-,-,1319793389.0,1356982821.0,,
Phải thu dài hạn khác,Phải thu tiền bồi thường giải phóng mặt bằng từ UBND > Phải thu dài hạn khác,Phải thu dài hạn khác,27.000.548,22.474.954,-,-,27000548.0,22474954.0,,
,,,1.346.793.937,1.379.457.775,909.990.962,938.240.411,1346793937.0,1379457775.0,909990962.0,938240411.0
