row_label_raw,row_label_full,Tập đoàn:,Khôi phục hiện trường Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục hiện trường Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,22.603.191,561.742.091,584.345.282,22603191.0,561742091.0,584345282.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,1.740.446,41.606.847,43.347.293,1740446.0,41606847.0,43347293.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,-,(102.897.296),(102.897.296),,-102897296.0,-102897296.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,24.343.637,500.451.642,524.795.279,24343637.0,500451642.0,524795279.0
