row_label_raw,row_label_full,col_0,Số lỗ được khấu trừ,Số lỗ được khấu trừ_1,numeric__Số lỗ được khấu trừ,numeric__Số lỗ được khấu trừ_1
,,,Tập đoànNghìn VND,Công tyNghìn VND,,
Lỗ tính thuế lũy kế 5 năm,Lỗ tính thuế lũy kế 5 năm,Lỗ tính thuế lũy kế 5 năm,8.395.654,3.604.121,8395654.0,3604121.0
Trong đó:,Trong đó:,Trong đó:,,,,
Đã quyết toán với cơ quan thuế,Trong đó: > Đã quyết toán với cơ quan thuế,Đã quyết toán với cơ quan thuế,4.194.763,-,4194763.0,
Chưa quyết toán – tùy thuộc kết quả kiểm tra của cơ quan thuế (*),Trong đó: > Chưa quyết toán – tùy thuộc kết quả kiểm tra của cơ quan thuế (*),Chưa quyết toán – tùy thuộc kết quả kiểm tra của cơ quan thuế (*),4.200.891,3.604.121,4200891.0,3604121.0
,,,8.395.654,3.604.121,8395654.0,3604121.0
